crop,country,year,clp_export_quantity,clp_export_value,clp_import_quantity,clp_import_value
Grapes,World,2010,0.019500142,0.073881772,0.018697276,0.072496691
Grasspea,World,2010,NA,NA,NA,NA
Groundnuts,World,2010,0.002372536,0.003915338,0.003007473,0.004683795
Guavas,World,2010,0.00103346,0.001314698,0.000795392,0.001278826
Guayule,World,2010,NA,NA,NA,NA
Gutta-percha,World,2010,NA,NA,NA,NA
Hazelnuts,World,2010,0.000150906,0.00132031,0.000169235,0.001479676
Hemp,World,2010,NA,NA,NA,NA
Hops,World,2010,3.14327E-05,0.000372108,3.17393E-05,0.000368391
Horseradish,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Huckleberry,World,2010,NA,NA,NA,NA
Jack bean,World,2010,NA,NA,NA,NA
Jackfruit,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Japanese millet,World,2010,0.000293312,0.000142497,0.000316066,0.000165487
Jelutong,World,2010,NA,NA,NA,NA
Jerusalem artichoke,World,2010,1.05285E-05,1.15975E-05,1.17813E-05,1.72104E-05
Jicama,World,2010,NA,NA,NA,NA
Jojoba,World,2010,NA,NA,NA,NA
Jujube,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Jute,World,2010,0.0005753,0.000594052,0.000597207,0.000621808
Kaniwa,World,2010,NA,NA,NA,NA
Kapok,World,2010,NA,NA,NA,NA
Karite nuts,World,2010,NA,NA,NA,NA
Kenaf,World,2010,NA,NA,NA,NA
Kiwi fruit,World,2010,0.001035024,0.002108525,0.000983623,0.001966466
Kiwicha,World,2010,NA,NA,NA,NA
Kodo millet,World,2010,0.000293312,0.000142497,0.000316066,0.000165487
Kola nuts,World,2010,7.17812E-06,1.36697E-06,9.63699E-06,9.74383E-06
Kumquat,World,2010,0.000953586,0.001097304,0.000918847,0.001146675
Lablab,World,2010,NA,NA,NA,NA
Leeks and other alliaceous vegetables,World,2010,0.000211533,0.000369614,0.000229928,0.000403621
Lemons and limes,World,2010,0.001922219,0.002531287,0.001839111,0.002458979
Lentils,World,2010,0.001526854,0.001962514,0.001471941,0.00193324
Lettuce,World,2010,0.00135897,0.002593472,0.001400626,0.002588683
Lima bean,World,2010,0.00319999,0.004441026,0.002807662,0.004028969
Litchi,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Little millet,World,2010,0.000293312,0.000142497,0.000316066,0.000165487
Longan,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Loquat,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Lupins,World,2010,NA,NA,NA,NA
Maca,World,2010,1.05285E-05,1.15975E-05,1.17813E-05,1.72104E-05
Macadamia nut,World,2010,3.35001E-05,0.000223422,5.64271E-05,0.000278819
Mahuwa,World,2010,2.68695E-05,3.44934E-05,2.9655E-05,5.07053E-05
Maize,World,2010,0.086747207,0.029359716,0.087939055,0.032269413
Mamey sapote,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Mammee,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Mandarines,World,2010,0.020851002,0.024796305,0.019372725,0.024042409
Mango,World,2010,0.00103346,0.001314698,0.000795392,0.001278826
Mangosteen,World,2010,0.00103346,0.001314698,0.000795392,0.001278826
Maple sugar,World,2010,NA,NA,NA,NA
Marjoram,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Mashua,World,2010,1.05285E-05,1.15975E-05,1.17813E-05,1.72104E-05
Mat bean,World,2010,0.00319999,0.004441026,0.002807662,0.004028969
Mate,World,2010,0.000204346,0.001197663,0.00020465,0.000986759
Mauka,World,2010,1.05285E-05,1.15975E-05,1.17813E-05,1.72104E-05
Medlar,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Melons,World,2010,0.001682102,0.001583781,0.001521468,0.001654551
Mombin,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Mulberry,World,2010,NA,NA,NA,NA
Mung bean,World,2010,0.00319999,0.004441026,0.002807662,0.004028969
Myrtle,World,2010,NA,NA,NA,NA
Naranjilla,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
New Zealand flax,World,2010,NA,NA,NA,NA
New Zealand Spinach,World,2010,8.24048E-05,0.000169696,8.74716E-05,0.000184127
Noog,World,2010,2.68695E-05,3.44934E-05,2.9655E-05,5.07053E-05
Nutmeg,World,2010,5.07837E-05,0.000714324,4.73681E-05,0.000690322
Oats,World,2010,0.002484767,0.001052851,0.002507745,0.001046554
Oca,World,2010,1.05285E-05,1.15975E-05,1.17813E-05,1.72104E-05
Oil palm,World,2010,0.033432129,0.037884915,0.03331598,0.036393286
Oiticica,World,2010,2.68695E-05,3.44934E-05,2.9655E-05,5.07053E-05
Okra,World,2010,NA,NA,NA,NA
Olives,World,2010,0.003318765,0.014652509,0.003541569,0.014449716
Onions,World,2010,0.010962451,0.007129667,0.011052403,0.00703687
Orache,World,2010,8.24048E-05,0.000169696,8.74716E-05,0.000184127
Oranges,World,2010,0.020851002,0.024796305,0.019372725,0.024042409
Papayas,World,2010,0.000204943,0.000213401,0.000208308,0.000265186
Parsley,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Parsnip,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Passionfruit,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Pawpaw,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Peaches and nectarines,World,2010,0.001287401,0.002419353,0.001272619,0.002342213
Pearl millet,World,2010,0.000293312,0.000142497,0.000316066,0.000165487
Pears,World,2010,0.001966351,0.002633225,0.002016226,0.002776987
Peas,World,2010,0.003584122,0.001922856,0.003147289,0.00185536
Pecan,World,2010,3.35001E-05,0.000223422,5.64271E-05,0.000278819
Pepper,World,2010,0.000262696,0.00149089,0.000240517,0.00121609
Peppermint,World,2010,NA,NA,6.24713E-09,5.01585E-08
Perilla,World,2010,2.68695E-05,3.44934E-05,2.9655E-05,5.07053E-05
Persimmons,World,2010,7.26773E-07,3.68353E-06,6.49702E-07,2.34545E-06
Physic nut,World,2010,2.68695E-05,3.44934E-05,2.9655E-05,5.07053E-05
Pigeonpeas,World,2010,NA,NA,NA,NA
Pili nut,World,2010,3.35001E-05,0.000223422,5.64271E-05,0.000278819
Pine nut,World,2010,3.35001E-05,0.000223422,5.64271E-05,0.000278819
Pineapples,World,2010,0.003513108,0.003705676,0.003611191,0.004549621
Pistachios,World,2010,0.000297134,0.002897283,0.000283687,0.002536667
Plantains,World,2010,0.00033515,0.000242347,0.000486245,0.000429271
Plums,World,2010,0.000610862,0.00134414,0.000574792,0.001333076
Pomegranate,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Pongamia oil,World,2010,2.68695E-05,3.44934E-05,2.9655E-05,5.07053E-05
Poppies,World,2010,6.62872E-05,0.000183001,5.69543E-05,0.000140829
Potatoes,World,2010,0.013453398,0.010334864,0.013126264,0.010165453
Prickly pear,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Proso millet,World,2010,0.000293312,0.000142497,0.000316066,0.000165487
Pumpkin,World,2010,0.000435601,0.000682563,0.000696799,0.001054447
Purging croton,World,2010,2.68695E-05,3.44934E-05,2.9655E-05,5.07053E-05
Pyrethrum,World,2010,1.78209E-06,7.99824E-06,5.08907E-06,3.98989E-05
Quinces,World,2010,1.56007E-05,2.38696E-05,1.44004E-05,1.99162E-05
Quinoa,World,2010,NA,NA,NA,NA
Radish,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Rambutan,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Ramie,World,2010,NA,NA,NA,NA
Rapeseed and Mustards,World,2010,0.042024839,0.033161725,0.043024762,0.032697084
Raspberries,World,2010,NA,NA,NA,NA
Rhubarb,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Rice (African),World,2010,0.051529148,0.045986141,0.049813977,0.045332231
Rice (Asian),World,2010,0.051529148,0.045986141,0.049813977,0.045332231
Rice bean,World,2010,0.00319999,0.004441026,0.002807662,0.004028969
Roselle,World,2010,NA,NA,NA,NA
"Rubber, natural",World,2010,0.012072098,0.05422236,0.011783642,0.05102986
Runner bean,World,2010,0.00319999,0.004441026,0.002807662,0.004028969
Rye,World,2010,0.001060915,0.000286254,0.001027654,0.00028121
Safflower,World,2010,3.20622E-05,6.39222E-05,5.49857E-05,0.000102354
Saffron,World,2010,4.83887E-05,0.000246773,4.23155E-05,0.000215545
Sago palm,World,2010,1.05285E-05,1.15975E-05,1.17813E-05,1.72104E-05
Salsify,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Sapodilla,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Savory,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Service tree,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Sesame,World,2010,0.001041844,0.00207678,0.001078471,0.002195873
Shala tree,World,2010,2.68695E-05,3.44934E-05,2.9655E-05,5.07053E-05
Sisal,World,2010,NA,NA,NA,NA
Snake plant,World,2010,NA,NA,NA,NA
Sorghum,World,2010,0.004838716,0.001321529,0.005296638,0.001670112
Sorrel,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Soursop,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Soybeans,World,2010,0.132848764,0.085940819,0.131649268,0.085806677
Spinach,World,2010,8.24048E-05,0.000169696,8.74716E-05,0.000184127
Strawberries,World,2010,0.000625773,0.002122277,0.000562028,0.002162721
Strawberry tree,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Sugar apple,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Sugar beets,World,2010,0.000652716,4.94326E-05,0.000837739,6.91042E-05
Sugarcane,World,2010,NA,NA,NA,NA
Sunflowers,World,2010,0.010748337,0.010063632,0.011389586,0.010683776
Sunn hemp,World,2010,NA,NA,NA,NA
Sweetpotatoes,World,2010,0.000159006,0.00016932,0.000189811,0.000187886
Sword bean,World,2010,NA,NA,NA,NA
Tallowtree,World,2010,0.001767939,0.001960953,0.00166582,0.001816316
Tamarind,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Taro,World,2010,NA,NA,NA,NA
Tarragon,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Tea,World,2010,0.001549092,0.007280265,0.001342826,0.006200751
Teff,World,2010,0.000293312,0.000142497,0.000316066,0.000165487
Tepary bean,World,2010,0.00319999,0.004441026,0.002807662,0.004028969
Thyme,World,2010,4.83887E-05,0.000246773,4.23155E-05,0.000215545
Tobacco,World,2010,0.005291849,0.05540685,0.005359369,0.059419836
Tomatoes,World,2010,0.008802745,0.014218318,0.008445694,0.013460625
Triticale,World,2010,0.000409293,0.000124376,0.000365085,9.61418E-05
Tung nuts,World,2010,NA,NA,NA,NA
Turmeric,World,2010,4.83887E-05,0.000246773,4.23155E-05,0.000215545
Turnips,World,2010,NA,NA,NA,NA
Ulluco,World,2010,1.05285E-05,1.15975E-05,1.17813E-05,1.72104E-05
Vanilla,World,2010,3.17283E-06,0.000101032,5.12265E-06,0.000141119
Velvet bean,World,2010,NA,NA,NA,NA
Velvet leaf,World,2010,NA,NA,NA,NA
Vetch,World,2010,NA,NA,NA,NA
Walnuts,World,2010,0.0003107,0.00197112,0.000272767,0.001619984
Watercress,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Watermelons,World,2010,0.002437967,0.001454139,0.001928759,0.001202716
Wheat,World,2010,0.249628814,0.088237597,0.256586417,0.094829125
Wildrice,World,2010,NA,NA,NA,NA
Winged bean,World,2010,NA,NA,NA,NA
Yams,World,2010,NA,NA,NA,NA
"Yautia, cocoyam",World,2010,NA,NA,NA,NA
Year bean,World,2010,0.00319999,0.004441026,0.002807662,0.004028969
Zucchini,World,2010,0.000435601,0.000682563,0.000696799,0.001054447
Abaca,World,2011,7.74751E-06,1.22019E-05,8.1508E-06,1.43529E-05
Adlay,World,2011,NA,NA,NA,NA
Adzuki bean,World,2011,0.003574895,0.004394734,0.002906735,0.003587123
Agave,World,2011,NA,NA,NA,NA
Albardine,World,2011,NA,NA,NA,NA
Alfalfa,World,2011,0.001000453,0.0003085,0.001126866,0.000342101
Allspice,World,2011,0.002447587,0.00517662,0.00244466,0.005143449
Almonds,World,2011,0.00046214,0.002782829,0.000434623,0.002492264
Amaranth,World,2011,NA,NA,NA,NA
Anise,World,2011,0.000217248,0.000543564,0.000232249,0.000529981
Apple,World,2011,0.006082387,0.006489053,0.006109418,0.006270818
Apricot,World,2011,0.000286638,0.000777535,0.000299268,0.000775959
Areca nuts,World,2011,3.7676E-05,0.000225444,5.4196E-05,0.000268648
Arracacha,World,2011,1.1619E-05,9.99679E-06,1.22198E-05,1.56172E-05
Arrhenatherum,World,2011,NA,NA,NA,NA
Arrowroot,World,2011,1.1619E-05,9.99679E-06,1.22198E-05,1.56172E-05
Artichokes,World,2011,2.51711E-05,5.60758E-05,2.44773E-05,4.52966E-05
Asparagus,World,2011,0.000236116,0.000861671,0.000249334,0.001038405
Atemoya,World,2011,2.50408E-05,1.908E-05,3.22202E-05,3.47155E-05
Avocado,World,2011,0.000627082,0.001789106,0.000717077,0.001933317
Azarole,World,2011,0.000135712,0.000147989,0.000141902,0.000164686
Babaco,World,2011,0.000135712,0.000147989,0.000141902,0.000164686
Badian,World,2011,0.000217248,0.000543564,0.000232249,0.000529981
Bambara bean,World,2011,NA,NA,NA,NA
Bamboo shoot,World,2011,0.000146176,0.000175931,0.000115786,0.000139144
Bananas,World,2011,0.013779828,0.008035227,0.0141273,0.011421002
Barley,World,2011,0.027974985,0.017241122,0.027446053,0.016741056
Bay leaf,World,2011,5.08993E-05,0.00021936,4.6006E-05,0.000197386
Beech nut,World,2011,4.05466E-05,3.12647E-05,3.0285E-05,4.32879E-05
Beets,World,2011,0.001977749,0.000462159,0.002082619,0.000542761
Black gram,World,2011,0.003574895,0.004394734,0.002906735,0.003587123
Black salsify,World,2011,0.000146176,0.000175931,0.000115786,0.000139144
Blueberry,World,2011,6.72013E-05,0.000408523,9.61116E-05,0.000558609
Brazil nut,World,2011,2.38329E-05,0.000219957,2.25658E-05,0.000202951
Breadfruit,World,2011,2.50408E-05,1.908E-05,3.22202E-05,3.47155E-05
Buckwheat,World,2011,9.11799E-05,9.87898E-05,0.000128794,0.000133542
Butter-nut,World,2011,3.7676E-05,0.000225444,5.4196E-05,0.000268648
Butternut squash,World,2011,0.000441607,0.000477508,0.000708533,0.000772489
Cabbages and other brassicas,World,2011,0.002315633,0.002172483,0.002431558,0.002054558
Cabbages,World,2011,0.002315633,0.002172483,0.002431558,0.002054558
Caesarweed,World,2011,NA,NA,NA,NA
Cainito,World,2011,2.50408E-05,1.908E-05,3.22202E-05,3.47155E-05
Calabash,World,2011,0.000441607,0.000477508,0.000708533,0.000772489
Canary seed,World,2011,0.000169468,0.000158387,0.000162024,0.000140024
Candlenut,World,2011,4.05466E-05,3.12647E-05,3.0285E-05,4.32879E-05
Canola,World,2011,0.002315633,0.002172483,0.002431558,0.002054558
Capers,World,2011,0.000146176,0.000175931,0.000115786,0.000139144
Carambola,World,2011,2.50408E-05,1.908E-05,3.22202E-05,3.47155E-05
Carapa,World,2011,4.05466E-05,3.12647E-05,3.0285E-05,4.32879E-05
Cardamoms,World,2011,5.14869E-05,0.000674333,5.05989E-05,0.000723736
Carneros Yucca,World,2011,NA,NA,NA,NA
Caroa,World,2011,NA,NA,NA,NA
Carobs,World,2011,NA,NA,NA,NA
Carrots,World,2011,0.001694465,0.001007817,0.001680571,0.000972918
Cashews,World,2011,0.001041448,0.003773319,0.000908121,0.003382475
Cassava,World,2011,0.025469038,0.004923151,0.026392716,0.005071491
Castor bean,World,2011,0.000361612,0.000942361,0.000353497,0.000928512
Ceara,World,2011,NA,NA,NA,NA
Celery,World,2011,0.000146176,0.000175931,0.000115786,0.000139144
Cherimoya,World,2011,2.50408E-05,1.908E-05,3.22202E-05,3.47155E-05
Cherries,World,2011,0.000308697,0.001447858,0.000312164,0.00141259
Chervil,World,2011,0.000146176,0.000175931,0.000115786,0.000139144
Chestnuts,World,2011,7.12094E-05,0.000241543,7.32976E-05,0.000228199
Chickpeas,World,2011,0.000853231,0.00087478,0.00084286,0.000854614
Chicle,World,2011,NA,NA,NA,NA
Chicory,World,2011,0.001340855,0.001949746,0.001420744,0.002039094
Chillies and peppers,World,2011,0.002447587,0.00517662,0.00244466,0.005143449
Chinotto,World,2011,0.000894657,0.000883401,0.000884663,0.000965494
Chontadura,World,2011,4.05466E-05,3.12647E-05,3.0285E-05,4.32879E-05
Chufa,World,2011,1.1619E-05,9.99679E-06,1.22198E-05,1.56172E-05
Cinnamon,World,2011,9.81597E-05,0.000292877,0.000106992,0.000278279
Citron,World,2011,0.000894657,0.000883401,0.000884663,0.000965494
Citronella,World,2011,5.37357E-08,1.02996E-05,2.67895E-07,1.36309E-05
Cloves,World,2011,4.06831E-05,0.000352209,4.99628E-05,0.000622266
Cocoa,World,2011,0.007659269,0.038676871,0.007809797,0.03846352
Coconuts,World,2011,0.002643835,0.004053451,0.002863521,0.004372517
Coffee,World,2011,0.011817423,0.071175949,0.011586319,0.06941537
Common bean,World,2011,0.003574895,0.004394734,0.002906735,0.003587123
Coriander,World,2011,0.000217248,0.000543564,0.000232249,0.000529981
Cotton,World,2011,0.008010946,0.02071357,0.007815343,0.022029152
Cowpeas,World,2011,NA,NA,NA,NA
Cranberries,World,2011,9.23835E-05,0.000472313,7.31949E-05,0.00036027
Cress,World,2011,0.000146176,0.000175931,0.000115786,0.000139144
Cucumbers and gherkins,World,2011,0.001787801,0.00184148,0.001754666,0.001816173
Cumin,World,2011,0.000217248,0.000543564,0.000232249,0.000529981
Currants,World,2011,1.12013E-05,3.90763E-05,1.62005E-05,4.27244E-05
Cushaw,World,2011,0.000441607,0.000477508,0.000708533,0.000772489
Custard apple,World,2011,2.50408E-05,1.908E-05,3.22202E-05,3.47155E-05
Dates,World,2011,0.000522918,0.000818836,0.000545079,0.000728503
Devil's cotton,World,2011,NA,NA,NA,NA
Dill,World,2011,5.08993E-05,0.00021936,4.6006E-05,0.000197386
Durian,World,2011,2.50408E-05,1.908E-05,3.22202E-05,3.47155E-05
Eggplant,World,2011,0.000323312,0.000424717,0.000293755,0.000412183
Elderberry,World,2011,0.000135712,0.000147989,0.000141902,0.000164686
Esparto,World,2011,NA,NA,NA,NA
Ethiopian rape,World,2011,0.002315633,0.002172483,0.002431558,0.002054558
Faba beans,World,2011,0.000588001,0.000357993,0.000443822,0.000407607
Feijoa,World,2011,2.50408E-05,1.908E-05,3.22202E-05,3.47155E-05
Fennel,World,2011,0.000217248,0.000543564,0.000232249,0.000529981
Fenugreek,World,2011,5.08993E-05,0.00021936,4.6006E-05,0.000197386
Fig leaf gourd,World,2011,0.000441607,0.000477508,0.000708533,0.000772489
Figs,World,2011,8.01877E-05,0.000323547,8.37832E-05,0.000348256
Finger millet,World,2011,0.000282955,0.000132171,0.000253312,0.000132061
Fique,World,2011,NA,NA,NA,NA
Flax,World,2011,0.001525972,0.001853538,0.001636661,0.002084907
Fonio,World,2011,NA,NA,NA,NA
Foxtail millet,World,2011,0.000282955,0.000132171,0.000253312,0.000132061
Garlic,World,2011,0.00145388,0.002573004,0.001394773,0.002056578
Giant cabuya,World,2011,NA,NA,NA,NA
Ginger,World,2011,0.000403374,0.000583933,0.000417155,0.000600013
Gooseberries,World,2011,1.58263E-07,2.21003E-06,2.44501E-07,2.24213E-06
Grapefruits,World,2011,0.001055897,0.001122999,0.001058755,0.001247069
Grapes,World,2011,0.019919526,0.06816586,0.019655021,0.067600814
Grasspea,World,2011,NA,NA,NA,NA
Groundnuts,World,2011,0.002866699,0.004876963,0.003061508,0.004875427
Guavas,World,2011,0.001059172,0.001244807,0.000828805,0.001165473
Guayule,World,2011,NA,NA,NA,NA
Gutta-percha,World,2011,NA,NA,NA,NA
