crop,country,year,clp_export_quantity,clp_export_value,clp_import_quantity,clp_import_value
Areca nuts,World,2010,0.008695652,0.02173913,0.004347826,0.013043478
Areca nuts,World,2011,0.008695652,0.026086957,0.004347826,0.008695652
Areca nuts,World,2012,0.013043478,0.034782609,0.004347826,0.013043478
Areca nuts,World,2013,0.008695652,0.039130435,NA,0.008695652
Arracacha,World,2010,0.013043478,0.008695652,NA,NA
Arracacha,World,2011,0.013043478,0.013043478,NA,NA
Arracacha,World,2012,0.02173913,0.017391304,NA,NA
Arracacha,World,2013,0.030434783,0.02173913,NA,NA
Arrhenatherum,World,2010,NA,NA,NA,NA
Arrhenatherum,World,2011,NA,NA,NA,NA
Arrhenatherum,World,2012,NA,NA,NA,NA
Arrhenatherum,World,2013,NA,NA,NA,NA
Arrowroot,World,2010,0.013043478,0.008695652,NA,NA
Arrowroot,World,2011,0.013043478,0.013043478,NA,NA
Arrowroot,World,2012,0.02173913,0.017391304,NA,NA
Arrowroot,World,2013,0.026086957,0.02173913,NA,NA
Artichokes,World,2010,NA,NA,NA,NA
Artichokes,World,2011,NA,NA,NA,NA
Artichokes,World,2012,NA,NA,NA,NA
Artichokes,World,2013,NA,NA,NA,NA
Asparagus,World,2010,0.008695652,0.026086957,0.013043478,0.043478261
Asparagus,World,2011,0.008695652,0.013043478,0.004347826,0.034782609
Asparagus,World,2012,0.008695652,0.02173913,0.017391304,0.047826087
Asparagus,World,2013,0.008695652,0.017391304,0.008695652,0.056521739
Atemoya,World,2010,0.004347826,0.004347826,0.004347826,NA
Atemoya,World,2011,0.004347826,0.004347826,0.008695652,NA
Atemoya,World,2012,0.008695652,0.008695652,0.008695652,NA
Atemoya,World,2013,0.004347826,0.004347826,0.008695652,NA
Avocado,World,2010,0.034782609,0.056521739,0.039130435,0.082608696
Avocado,World,2011,0.030434783,0.056521739,0.039130435,0.086956522
Avocado,World,2012,0.034782609,0.047826087,0.047826087,0.086956522
Avocado,World,2013,0.039130435,0.060869565,0.056521739,0.12173913
Azarole,World,2010,0.026086957,0.026086957,0.02173913,0.013043478
Azarole,World,2011,0.026086957,0.030434783,0.02173913,0.017391304
Azarole,World,2012,0.02173913,0.030434783,0.017391304,0.02173913
Azarole,World,2013,0.02173913,0.026086957,0.02173913,0.026086957
Babaco,World,2010,0.02173913,0.026086957,0.017391304,0.013043478
Babaco,World,2011,0.026086957,0.030434783,0.02173913,0.017391304
Babaco,World,2012,0.02173913,0.030434783,0.017391304,0.02173913
Babaco,World,2013,0.02173913,0.026086957,0.017391304,0.026086957
Badian,World,2010,0.026086957,0.052173913,0.008695652,0.030434783
Badian,World,2011,0.026086957,0.047826087,0.004347826,0.039130435
Badian,World,2012,0.017391304,0.034782609,0.017391304,0.034782609
Badian,World,2013,0.02173913,0.034782609,0.02173913,0.056521739
Bambara bean,World,2010,NA,NA,NA,NA
Bambara bean,World,2011,NA,NA,NA,NA
Bambara bean,World,2012,NA,NA,NA,0.004347826
Bambara bean,World,2013,NA,NA,NA,NA
Bamboo shoot,World,2010,0.034782609,0.043478261,0.030434783,0.026086957
Bamboo shoot,World,2011,0.039130435,0.043478261,0.017391304,0.017391304
Bamboo shoot,World,2012,0.026086957,0.030434783,0.017391304,0.02173913
Bamboo shoot,World,2013,0.030434783,0.017391304,0.017391304,0.013043478
Bananas,World,2010,0.17826087,0.17826087,0.365217391,0.343478261
Bananas,World,2011,0.213043478,0.165217391,0.382608696,0.347826087
Bananas,World,2012,0.182608696,0.160869565,0.339130435,0.347826087
Bananas,World,2013,0.182608696,0.165217391,0.347826087,0.356521739
Barley,World,2010,0.339130435,0.347826087,0.582608696,0.608695652
Barley,World,2011,0.32173913,0.334782609,0.565217391,0.62173913
Barley,World,2012,0.334782609,0.347826087,0.573913043,0.617391304
Barley,World,2013,0.360869565,0.352173913,0.57826087,0.647826087
Bay leaf,World,2010,0.004347826,0.039130435,0.004347826,0.017391304
Bay leaf,World,2011,0.013043478,0.039130435,0.004347826,0.013043478
Bay leaf,World,2012,0.008695652,0.043478261,0.004347826,0.013043478
Bay leaf,World,2013,0.004347826,0.039130435,0.004347826,0.02173913
Beech nut,World,2010,0.008695652,0.004347826,NA,NA
Beech nut,World,2011,0.008695652,0.004347826,NA,NA
Beech nut,World,2012,0.008695652,0.004347826,NA,NA
Beech nut,World,2013,0.004347826,0.004347826,NA,NA
Beets,World,2010,0.07826087,0.02173913,0.1,0.034782609
Beets,World,2011,0.060869565,0.026086957,0.117391304,0.034782609
Beets,World,2012,0.082608696,0.030434783,0.108695652,0.060869565
Beets,World,2013,0.069565217,0.034782609,0.108695652,0.052173913
Black gram,World,2010,0.182608696,0.195652174,0.304347826,0.4
Black gram,World,2011,0.182608696,0.204347826,0.291304348,0.343478261
Black gram,World,2012,0.186956522,0.2,0.252173913,0.347826087
Black gram,World,2013,0.182608696,0.2,0.3,0.391304348
Black salsify,World,2010,0.034782609,0.043478261,0.030434783,0.026086957
Black salsify,World,2011,0.039130435,0.043478261,0.013043478,0.017391304
Black salsify,World,2012,0.026086957,0.030434783,0.017391304,0.017391304
Black salsify,World,2013,0.030434783,0.017391304,0.017391304,0.013043478
Blueberry,World,2010,NA,0.008695652,NA,0.008695652
Blueberry,World,2011,NA,0.013043478,NA,0.013043478
Blueberry,World,2012,NA,0.008695652,NA,0.004347826
Blueberry,World,2013,NA,0.013043478,NA,0.013043478
Brazil nut,World,2010,NA,0.008695652,NA,NA
Brazil nut,World,2011,NA,0.008695652,NA,NA
Brazil nut,World,2012,NA,0.013043478,NA,NA
Brazil nut,World,2013,NA,0.013043478,NA,NA
Breadfruit,World,2010,0.004347826,0.004347826,0.004347826,NA
Breadfruit,World,2011,0.004347826,0.004347826,0.008695652,NA
Breadfruit,World,2012,0.008695652,0.004347826,0.008695652,NA
Breadfruit,World,2013,0.004347826,0.004347826,0.008695652,NA
Buckwheat,World,2010,0.008695652,0.008695652,NA,0.004347826
Buckwheat,World,2011,0.004347826,0.013043478,0.004347826,0.004347826
Buckwheat,World,2012,0.004347826,NA,0.004347826,0.004347826
Buckwheat,World,2013,0.008695652,NA,0.008695652,0.004347826
Butter-nut,World,2010,0.008695652,0.02173913,0.004347826,0.013043478
Butter-nut,World,2011,0.008695652,0.026086957,0.004347826,0.008695652
Butter-nut,World,2012,0.013043478,0.030434783,0.004347826,0.013043478
Butter-nut,World,2013,0.008695652,0.039130435,NA,0.008695652
Butternut squash,World,2010,0.043478261,0.043478261,0.030434783,0.047826087
Butternut squash,World,2011,0.043478261,0.030434783,0.030434783,0.039130435
Butternut squash,World,2012,0.047826087,0.056521739,0.047826087,0.060869565
Butternut squash,World,2013,0.065217391,0.052173913,0.069565217,0.060869565
Cabbages,World,2010,0.126086957,0.126086957,0.273913043,0.239130435
Cabbages,World,2011,0.139130435,0.134782609,0.269565217,0.239130435
Cabbages,World,2012,0.126086957,0.113043478,0.273913043,0.247826087
Cabbages,World,2013,0.117391304,0.126086957,0.260869565,0.252173913
Cabbages and other brassicas,World,2010,0.126086957,0.130434783,0.273913043,0.243478261
Cabbages and other brassicas,World,2011,0.143478261,0.134782609,0.27826087,0.247826087
Cabbages and other brassicas,World,2012,0.130434783,0.113043478,0.27826087,0.256521739
Cabbages and other brassicas,World,2013,0.126086957,0.126086957,0.269565217,0.265217391
Caesarweed,World,2010,NA,NA,NA,NA
Caesarweed,World,2011,NA,NA,NA,NA
Caesarweed,World,2012,NA,NA,NA,NA
Caesarweed,World,2013,NA,NA,NA,NA
Cainito,World,2010,0.004347826,0.004347826,0.004347826,NA
Cainito,World,2011,0.004347826,0.004347826,0.008695652,NA
Cainito,World,2012,0.008695652,0.004347826,0.008695652,NA
Cainito,World,2013,0.004347826,0.004347826,0.008695652,NA
Calabash,World,2010,0.043478261,0.043478261,0.030434783,0.043478261
Calabash,World,2011,0.039130435,0.030434783,0.030434783,0.030434783
Calabash,World,2012,0.047826087,0.043478261,0.047826087,0.060869565
Calabash,World,2013,0.065217391,0.052173913,0.060869565,0.060869565
Canary seed,World,2010,NA,NA,0.004347826,0.004347826
Canary seed,World,2011,NA,NA,0.004347826,0.004347826
Canary seed,World,2012,NA,NA,0.004347826,0.004347826
Canary seed,World,2013,NA,NA,0.008695652,0.004347826
Candlenut,World,2010,0.008695652,0.004347826,NA,NA
Candlenut,World,2011,0.008695652,0.004347826,NA,NA
Candlenut,World,2012,0.008695652,0.004347826,NA,NA
Candlenut,World,2013,0.004347826,0.004347826,NA,NA
Canola,World,2010,0.113043478,0.117391304,0.269565217,0.234782609
Canola,World,2011,0.134782609,0.126086957,0.265217391,0.226086957
Canola,World,2012,0.12173913,0.104347826,0.260869565,0.239130435
Canola,World,2013,0.108695652,0.117391304,0.252173913,0.239130435
Capers,World,2010,0.034782609,0.043478261,0.026086957,0.026086957
Capers,World,2011,0.039130435,0.043478261,0.013043478,0.017391304
Capers,World,2012,0.026086957,0.026086957,0.017391304,0.017391304
Capers,World,2013,0.030434783,0.017391304,0.017391304,0.013043478
Carambola,World,2010,0.004347826,0.004347826,0.004347826,NA
Carambola,World,2011,0.004347826,0.004347826,0.008695652,NA
Carambola,World,2012,0.008695652,0.004347826,0.008695652,NA
Carambola,World,2013,0.004347826,0.004347826,0.008695652,NA
Carapa,World,2010,0.008695652,0.004347826,NA,NA
Carapa,World,2011,0.008695652,0.004347826,NA,NA
Carapa,World,2012,0.008695652,0.004347826,NA,NA
Carapa,World,2013,0.004347826,0.004347826,NA,NA
Cardamoms,World,2010,0.013043478,0.039130435,NA,0.030434783
Cardamoms,World,2011,0.013043478,0.039130435,NA,0.052173913
Cardamoms,World,2012,0.013043478,0.034782609,0.004347826,0.052173913
Cardamoms,World,2013,0.013043478,0.039130435,NA,0.047826087
Carneros Yucca,World,2010,NA,NA,NA,NA
Carneros Yucca,World,2011,NA,NA,NA,NA
Carneros Yucca,World,2012,NA,NA,NA,NA
Carneros Yucca,World,2013,NA,NA,NA,NA
Caroa,World,2010,NA,NA,NA,NA
Caroa,World,2011,NA,NA,NA,NA
Caroa,World,2012,NA,NA,NA,NA
Caroa,World,2013,NA,NA,NA,NA
Carobs,World,2010,NA,NA,NA,NA
Carobs,World,2011,NA,NA,NA,NA
Carobs,World,2012,NA,NA,NA,NA
Carobs,World,2013,NA,NA,NA,NA
Carrots,World,2010,0.082608696,0.056521739,0.17826087,0.139130435
Carrots,World,2011,0.086956522,0.060869565,0.213043478,0.134782609
Carrots,World,2012,0.091304348,0.056521739,0.213043478,0.147826087
Carrots,World,2013,0.086956522,0.060869565,0.213043478,0.156521739
Cashews,World,2010,0.034782609,0.039130435,0.013043478,0.104347826
Cashews,World,2011,0.047826087,0.047826087,0.013043478,0.117391304
Cashews,World,2012,0.039130435,0.056521739,0.017391304,0.134782609
Cashews,World,2013,0.047826087,0.056521739,0.02173913,0.143478261
Cassava,World,2010,0.060869565,0.034782609,0.191304348,0.1
Cassava,World,2011,0.065217391,0.030434783,0.213043478,0.091304348
Cassava,World,2012,0.056521739,0.034782609,0.195652174,0.095652174
Cassava,World,2013,0.073913043,0.039130435,0.195652174,0.113043478
Castor bean,World,2010,0.004347826,0.004347826,NA,0.02173913
Castor bean,World,2011,0.004347826,0.004347826,NA,0.017391304
Castor bean,World,2012,0.008695652,0.004347826,NA,0.013043478
Castor bean,World,2013,0.004347826,0.004347826,NA,0.013043478
Ceara,World,2010,NA,NA,NA,NA
Ceara,World,2011,NA,NA,NA,NA
Ceara,World,2012,NA,NA,NA,NA
Ceara,World,2013,NA,NA,NA,NA
Celery,World,2010,0.034782609,0.043478261,0.026086957,0.026086957
Celery,World,2011,0.034782609,0.043478261,0.013043478,0.017391304
Celery,World,2012,0.026086957,0.026086957,0.017391304,0.017391304
Celery,World,2013,0.030434783,0.017391304,0.017391304,0.013043478
Cherimoya,World,2010,0.004347826,0.004347826,0.004347826,NA
Cherimoya,World,2011,0.004347826,0.004347826,0.008695652,NA
Cherimoya,World,2012,0.008695652,0.004347826,0.008695652,NA
Cherimoya,World,2013,0.004347826,0.004347826,0.008695652,NA
Cherries,World,2010,0.030434783,0.043478261,0.013043478,0.065217391
Cherries,World,2011,0.026086957,0.069565217,0.026086957,0.073913043
Cherries,World,2012,0.034782609,0.073913043,0.026086957,0.069565217
Cherries,World,2013,0.039130435,0.069565217,0.02173913,0.073913043
Chervil,World,2010,0.034782609,0.043478261,0.02173913,0.026086957
Chervil,World,2011,0.034782609,0.034782609,0.013043478,0.017391304
Chervil,World,2012,0.026086957,0.026086957,0.017391304,0.017391304
Chervil,World,2013,0.02173913,0.017391304,0.017391304,0.013043478
Chestnuts,World,2010,0.02173913,0.034782609,NA,0.008695652
Chestnuts,World,2011,0.013043478,0.030434783,NA,0.008695652
Chestnuts,World,2012,0.02173913,0.030434783,0.004347826,0.017391304
Chestnuts,World,2013,0.017391304,0.034782609,NA,0.013043478
Chickpeas,World,2010,0.026086957,0.034782609,0.056521739,0.060869565
Chickpeas,World,2011,0.039130435,0.043478261,0.047826087,0.073913043
Chickpeas,World,2012,0.034782609,0.039130435,0.056521739,0.086956522
Chickpeas,World,2013,0.039130435,0.030434783,0.069565217,0.095652174
Chicle,World,2010,NA,NA,NA,NA
Chicle,World,2011,NA,NA,NA,NA
Chicle,World,2012,NA,NA,NA,NA
Chicle,World,2013,NA,NA,NA,NA
Chicory,World,2010,0.056521739,0.091304348,0.113043478,0.17826087
Chicory,World,2011,0.073913043,0.073913043,0.117391304,0.165217391
Chicory,World,2012,0.082608696,0.095652174,0.143478261,0.195652174
Chicory,World,2013,0.082608696,0.1,0.160869565,0.195652174
Chillies and peppers,World,2010,0.126086957,0.160869565,0.191304348,0.260869565
Chillies and peppers,World,2011,0.12173913,0.160869565,0.191304348,0.256521739
Chillies and peppers,World,2012,0.130434783,0.169565217,0.186956522,0.260869565
Chillies and peppers,World,2013,0.12173913,0.169565217,0.204347826,0.269565217
Chinotto,World,2010,0.065217391,0.07826087,0.086956522,0.095652174
Chinotto,World,2011,0.07826087,0.07826087,0.091304348,0.095652174
Chinotto,World,2012,0.065217391,0.060869565,0.104347826,0.1
Chinotto,World,2013,0.065217391,0.065217391,0.117391304,0.108695652
Chontadura,World,2010,0.008695652,0.004347826,NA,NA
Chontadura,World,2011,0.008695652,0.004347826,NA,NA
Chontadura,World,2012,0.008695652,NA,NA,NA
Chontadura,World,2013,0.004347826,0.004347826,NA,NA
Chufa,World,2010,0.008695652,0.008695652,NA,NA
Chufa,World,2011,0.013043478,0.013043478,NA,NA
Chufa,World,2012,0.02173913,0.017391304,NA,NA
Chufa,World,2013,0.026086957,0.02173913,NA,NA
Cinnamon,World,2010,0.017391304,0.02173913,NA,0.004347826
Cinnamon,World,2011,0.013043478,0.017391304,NA,0.004347826
Cinnamon,World,2012,0.008695652,0.02173913,0.004347826,0.004347826
Cinnamon,World,2013,0.013043478,0.017391304,NA,0.004347826
Citron,World,2010,0.065217391,0.073913043,0.082608696,0.095652174
Citron,World,2011,0.073913043,0.07826087,0.082608696,0.091304348
Citron,World,2012,0.056521739,0.060869565,0.07826087,0.1
Citron,World,2013,0.065217391,0.065217391,0.091304348,0.108695652
Citronella,World,2010,NA,NA,NA,0.004347826
Citronella,World,2011,NA,NA,NA,0.004347826
Citronella,World,2012,NA,NA,NA,0.004347826
Citronella,World,2013,NA,NA,NA,0.004347826
Cloves,World,2010,0.017391304,0.017391304,NA,0.004347826
Cloves,World,2011,0.008695652,0.02173913,0.004347826,0.013043478
Cloves,World,2012,0.008695652,0.017391304,0.004347826,0.013043478
Cloves,World,2013,0.017391304,0.02173913,0.004347826,0.017391304
Cocoa,World,2010,0.256521739,0.395652174,0.37826087,0.643478261
Cocoa,World,2011,0.260869565,0.443478261,0.395652174,0.626086957
Cocoa,World,2012,0.291304348,0.430434783,0.391304348,0.634782609
Cocoa,World,2013,0.282608696,0.473913043,0.395652174,0.639130435
Coconuts,World,2010,0.082608696,0.060869565,0.130434783,0.186956522
Coconuts,World,2011,0.069565217,0.069565217,0.108695652,0.208695652
Coconuts,World,2012,0.082608696,0.069565217,0.117391304,0.2
Coconuts,World,2013,0.091304348,0.069565217,0.117391304,0.147826087
Coffee,World,2010,0.269565217,0.413043478,0.391304348,0.608695652
Coffee,World,2011,0.273913043,0.426086957,0.391304348,0.62173913
Coffee,World,2012,0.269565217,0.42173913,0.4,0.634782609
Coffee,World,2013,0.256521739,0.456521739,0.4,0.613043478
Common bean,World,2010,0.17826087,0.191304348,0.282608696,0.373913043
Common bean,World,2011,0.173913043,0.2,0.282608696,0.330434783
Common bean,World,2012,0.17826087,0.195652174,0.239130435,0.334782609
Common bean,World,2013,0.182608696,0.186956522,0.286956522,0.386956522
Coriander,World,2010,0.02173913,0.047826087,0.008695652,0.030434783
Coriander,World,2011,0.02173913,0.043478261,0.004347826,0.034782609
Coriander,World,2012,0.017391304,0.034782609,0.017391304,0.034782609
Coriander,World,2013,0.02173913,0.034782609,0.017391304,0.052173913
Cotton,World,2010,0.165217391,0.195652174,0.2,0.282608696
Cotton,World,2011,0.186956522,0.217391304,0.169565217,0.27826087
Cotton,World,2012,0.186956522,0.217391304,0.2,0.256521739
Cotton,World,2013,0.2,0.204347826,0.230434783,0.265217391
Cowpeas,World,2010,NA,NA,NA,NA
Cowpeas,World,2011,NA,NA,NA,NA
Cowpeas,World,2012,NA,NA,NA,NA
Cowpeas,World,2013,NA,NA,NA,NA
Cranberries,World,2010,0.004347826,0.013043478,NA,0.008695652
Cranberries,World,2011,0.004347826,0.008695652,0.004347826,0.013043478
Cranberries,World,2012,0.004347826,0.004347826,0.004347826,0.013043478
Cranberries,World,2013,0.004347826,0.004347826,0.004347826,0.017391304
Cress,World,2010,0.034782609,0.043478261,0.02173913,0.026086957
Cress,World,2011,0.030434783,0.034782609,0.013043478,0.017391304
Cress,World,2012,0.02173913,0.026086957,0.017391304,0.017391304
Cress,World,2013,0.017391304,0.017391304,0.017391304,0.013043478
Cucumbers and gherkins,World,2010,0.095652174,0.095652174,0.126086957,0.139130435
Cucumbers and gherkins,World,2011,0.091304348,0.082608696,0.139130435,0.134782609
Cucumbers and gherkins,World,2012,0.108695652,0.095652174,0.139130435,0.134782609
Cucumbers and gherkins,World,2013,0.095652174,0.091304348,0.143478261,0.156521739
Cumin,World,2010,0.017391304,0.047826087,0.008695652,0.030434783
Cumin,World,2011,0.02173913,0.039130435,0.004347826,0.030434783
Cumin,World,2012,0.017391304,0.034782609,0.017391304,0.030434783
Cumin,World,2013,0.02173913,0.02173913,0.017391304,0.039130435
Currants,World,2010,NA,NA,NA,NA
Currants,World,2011,NA,NA,NA,NA
Currants,World,2012,NA,NA,NA,NA
Currants,World,2013,NA,NA,NA,NA
Cushaw,World,2010,0.043478261,0.043478261,0.030434783,0.043478261
Cushaw,World,2011,0.034782609,0.030434783,0.026086957,0.030434783
Cushaw,World,2012,0.047826087,0.043478261,0.039130435,0.060869565
Cushaw,World,2013,0.060869565,0.047826087,0.060869565,0.060869565
Custard apple,World,2010,0.004347826,0.004347826,0.004347826,NA
Custard apple,World,2011,0.004347826,0.004347826,0.008695652,NA
Custard apple,World,2012,0.008695652,0.004347826,0.008695652,NA
Custard apple,World,2013,0.004347826,0.004347826,0.008695652,NA
Dates,World,2010,0.043478261,0.056521739,0.017391304,0.043478261
Dates,World,2011,0.047826087,0.065217391,0.02173913,0.043478261
Dates,World,2012,0.043478261,0.056521739,0.034782609,0.047826087
Dates,World,2013,0.043478261,0.052173913,0.039130435,0.060869565
Devil's cotton,World,2010,NA,NA,NA,NA
Devil's cotton,World,2011,NA,NA,NA,NA
Devil's cotton,World,2012,NA,NA,NA,NA
Devil's cotton,World,2013,NA,NA,NA,NA
Dill,World,2010,0.004347826,0.039130435,0.004347826,0.013043478
Dill,World,2011,0.008695652,0.039130435,0.004347826,0.013043478
Dill,World,2012,NA,0.039130435,0.004347826,0.013043478
Dill,World,2013,NA,0.039130435,0.004347826,0.017391304
Durian,World,2010,0.004347826,0.004347826,0.004347826,NA
Durian,World,2011,0.004347826,0.004347826,0.008695652,NA
Durian,World,2012,0.008695652,0.004347826,0.008695652,NA
Durian,World,2013,0.004347826,0.004347826,0.008695652,NA
Eggplant,World,2010,0.039130435,0.043478261,0.026086957,0.02173913
Eggplant,World,2011,0.039130435,0.043478261,0.034782609,0.026086957
Eggplant,World,2012,0.047826087,0.047826087,0.034782609,0.026086957
Eggplant,World,2013,0.039130435,0.034782609,0.030434783,0.030434783
Elderberry,World,2010,0.02173913,0.026086957,0.017391304,0.013043478
Elderberry,World,2011,0.026086957,0.030434783,0.02173913,0.017391304
Elderberry,World,2012,0.02173913,0.026086957,0.017391304,0.017391304
Elderberry,World,2013,0.02173913,0.026086957,0.017391304,0.02173913
Esparto,World,2010,NA,NA,NA,NA
Esparto,World,2011,NA,NA,NA,NA
Esparto,World,2012,NA,NA,NA,NA
Esparto,World,2013,NA,NA,NA,NA
Ethiopian rape,World,2010,0.108695652,0.113043478,0.252173913,0.22173913
Ethiopian rape,World,2011,0.126086957,0.113043478,0.256521739,0.208695652
Ethiopian rape,World,2012,0.117391304,0.1,0.243478261,0.226086957
Ethiopian rape,World,2013,0.108695652,0.1,0.239130435,0.226086957
Faba beans,World,2010,0.017391304,0.017391304,0.008695652,0.02173913
Faba beans,World,2011,0.017391304,0.026086957,0.008695652,0.017391304
Faba beans,World,2012,0.017391304,0.026086957,0.008695652,0.02173913
Faba beans,World,2013,0.013043478,0.013043478,0.013043478,0.02173913
Feijoa,World,2010,0.004347826,0.004347826,0.004347826,NA
Feijoa,World,2011,0.004347826,0.004347826,0.004347826,NA
Feijoa,World,2012,0.008695652,0.004347826,0.008695652,NA
Feijoa,World,2013,0.004347826,0.004347826,0.008695652,NA
Fennel,World,2010,0.013043478,0.043478261,0.008695652,0.026086957
Fennel,World,2011,0.017391304,0.034782609,0.004347826,0.026086957
Fennel,World,2012,0.017391304,0.034782609,0.013043478,0.030434783
Fennel,World,2013,0.02173913,0.02173913,0.017391304,0.034782609
Fenugreek,World,2010,0.004347826,0.034782609,0.004347826,0.013043478
Fenugreek,World,2011,0.008695652,0.039130435,0.004347826,0.013043478
Fenugreek,World,2012,NA,0.039130435,0.004347826,0.013043478
Fenugreek,World,2013,NA,0.034782609,0.004347826,0.017391304
Fig leaf gourd,World,2010,0.039130435,0.043478261,0.030434783,0.039130435
Fig leaf gourd,World,2011,0.034782609,0.030434783,0.026086957,0.030434783
Fig leaf gourd,World,2012,0.047826087,0.043478261,0.039130435,0.047826087
Fig leaf gourd,World,2013,0.060869565,0.047826087,0.056521739,0.060869565
Figs,World,2010,NA,0.02173913,NA,0.008695652
Figs,World,2011,0.008695652,0.02173913,NA,0.013043478
Figs,World,2012,0.017391304,0.02173913,0.004347826,0.013043478
Figs,World,2013,0.013043478,0.026086957,NA,0.008695652
Finger millet,World,2010,0.008695652,0.004347826,0.030434783,0.013043478
Finger millet,World,2011,0.013043478,0.004347826,0.02173913,0.004347826
Finger millet,World,2012,NA,0.004347826,0.02173913,0.013043478
Finger millet,World,2013,0.008695652,0.004347826,0.017391304,0.008695652
Fique,World,2010,NA,NA,NA,NA
Fique,World,2011,NA,NA,NA,NA
Fique,World,2012,NA,NA,NA,NA
Fique,World,2013,NA,NA,NA,NA
Flax,World,2010,0.039130435,0.052173913,0.052173913,0.073913043
Flax,World,2011,0.043478261,0.047826087,0.047826087,0.095652174
Flax,World,2012,0.047826087,0.047826087,0.047826087,0.082608696
Flax,World,2013,0.039130435,0.056521739,0.047826087,0.082608696
Fonio,World,2010,NA,NA,NA,NA
Fonio,World,2011,NA,NA,NA,NA
Fonio,World,2012,NA,NA,NA,NA
Fonio,World,2013,NA,NA,NA,NA
Foxtail millet,World,2010,0.008695652,0.004347826,0.026086957,0.008695652
Foxtail millet,World,2011,0.013043478,0.004347826,0.02173913,0.004347826
Foxtail millet,World,2012,NA,0.004347826,0.02173913,0.013043478
Foxtail millet,World,2013,0.008695652,0.004347826,0.017391304,0.008695652
Garlic,World,2010,0.02173913,0.030434783,0.1,0.239130435
Garlic,World,2011,0.026086957,0.034782609,0.126086957,0.208695652
Garlic,World,2012,0.02173913,0.030434783,0.095652174,0.156521739
Garlic,World,2013,0.02173913,0.026086957,0.117391304,0.182608696
Giant cabuya,World,2010,NA,NA,NA,NA
Giant cabuya,World,2011,NA,NA,NA,NA
Giant cabuya,World,2012,NA,NA,NA,NA
Giant cabuya,World,2013,NA,NA,NA,NA
Ginger,World,2010,0.030434783,0.039130435,0.013043478,0.017391304
Ginger,World,2011,0.030434783,0.030434783,0.017391304,0.026086957
Ginger,World,2012,0.034782609,0.039130435,0.02173913,0.017391304
Ginger,World,2013,0.039130435,0.039130435,0.02173913,0.039130435
Gooseberries,World,2010,NA,NA,NA,NA
Gooseberries,World,2011,NA,NA,NA,NA
Gooseberries,World,2012,NA,NA,NA,NA
Gooseberries,World,2013,NA,NA,NA,NA
