crop,country,year,clp_export_quantity,clp_export_value,clp_import_quantity,clp_import_value
Beets,World,2011,49,49,70,69
Beets,World,2012,51,50,70,69
Beets,World,2013,49,49,74,74
Black gram,World,2010,131,134,176,178
Black gram,World,2011,135,140,178,178
Black gram,World,2012,135,140,178,178
Black gram,World,2013,135,139,182,182
Black salsify,World,2010,147,146,185,186
Black salsify,World,2011,153,153,186,187
Black salsify,World,2012,145,146,181,181
Black salsify,World,2013,149,148,186,189
Blueberry,World,2010,29,29,35,36
Blueberry,World,2011,29,29,36,38
Blueberry,World,2012,27,29,33,36
Blueberry,World,2013,29,29,33,37
Brazil nut,World,2010,39,47,73,93
Brazil nut,World,2011,42,49,82,96
Brazil nut,World,2012,42,49,92,105
Brazil nut,World,2013,39,49,87,104
Breadfruit,World,2010,46,48,72,77
Breadfruit,World,2011,40,44,71,76
Breadfruit,World,2012,45,48,75,79
Breadfruit,World,2013,46,46,78,82
Buckwheat,World,2010,45,46,79,83
Buckwheat,World,2011,49,51,81,86
Buckwheat,World,2012,58,59,88,90
Buckwheat,World,2013,49,53,82,87
Butter-nut,World,2010,114,118,159,171
Butter-nut,World,2011,108,116,165,174
Butter-nut,World,2012,112,112,164,174
Butter-nut,World,2013,111,114,168,176
Butternut squash,World,2010,46,47,54,55
Butternut squash,World,2011,47,48,53,52
Butternut squash,World,2012,86,87,88,89
Butternut squash,World,2013,93,95,98,101
Cabbages,World,2010,114,115,151,151
Cabbages,World,2011,114,116,154,156
Cabbages,World,2012,111,113,155,153
Cabbages,World,2013,117,117,161,163
Cabbages and other brassicas,World,2010,114,115,151,151
Cabbages and other brassicas,World,2011,114,116,154,156
Cabbages and other brassicas,World,2012,111,113,155,153
Cabbages and other brassicas,World,2013,117,117,161,163
Caesarweed,World,2010,NA,NA,NA,NA
Caesarweed,World,2011,NA,NA,NA,NA
Caesarweed,World,2012,NA,NA,NA,NA
Caesarweed,World,2013,NA,NA,NA,NA
Cainito,World,2010,46,48,72,77
Cainito,World,2011,40,44,71,76
Cainito,World,2012,45,48,75,79
Cainito,World,2013,46,46,78,82
Calabash,World,2010,46,47,54,55
Calabash,World,2011,47,48,53,52
Calabash,World,2012,86,87,88,89
Calabash,World,2013,93,95,98,101
Canary seed,World,2010,38,39,88,87
Canary seed,World,2011,39,39,90,88
Canary seed,World,2012,41,43,93,93
Canary seed,World,2013,40,41,94,96
Candlenut,World,2010,100,103,143,147
Candlenut,World,2011,101,103,149,151
Candlenut,World,2012,100,103,148,154
Candlenut,World,2013,106,107,154,162
Canola,World,2010,114,115,151,151
Canola,World,2011,114,116,154,156
Canola,World,2012,111,113,155,153
Canola,World,2013,117,117,161,163
Capers,World,2010,147,146,185,186
Capers,World,2011,153,153,186,187
Capers,World,2012,145,146,181,181
Capers,World,2013,149,148,186,189
Carambola,World,2010,46,48,72,77
Carambola,World,2011,40,44,71,76
Carambola,World,2012,45,48,75,79
Carambola,World,2013,46,46,78,82
Carapa,World,2010,100,103,143,147
Carapa,World,2011,101,103,149,151
Carapa,World,2012,100,103,148,154
Carapa,World,2013,106,107,154,162
Cardamoms,World,2010,81,92,138,148
Cardamoms,World,2011,79,89,137,150
Cardamoms,World,2012,83,93,144,151
Cardamoms,World,2013,78,90,143,155
Carneros Yucca,World,2010,NA,NA,NA,NA
Carneros Yucca,World,2011,NA,NA,NA,NA
Carneros Yucca,World,2012,NA,NA,NA,NA
Carneros Yucca,World,2013,NA,NA,NA,NA
Caroa,World,2010,NA,NA,NA,NA
Caroa,World,2011,NA,NA,NA,NA
Caroa,World,2012,NA,NA,NA,NA
Caroa,World,2013,NA,NA,NA,NA
Carobs,World,2010,NA,NA,NA,NA
Carobs,World,2011,NA,NA,NA,NA
Carobs,World,2012,NA,NA,NA,NA
Carobs,World,2013,NA,NA,NA,NA
Carrots,World,2010,95,95,131,129
Carrots,World,2011,100,99,134,130
Carrots,World,2012,103,101,138,138
Carrots,World,2013,104,101,139,136
Cashews,World,2010,81,86,135,146
Cashews,World,2011,82,88,130,143
Cashews,World,2012,90,96,137,145
Cashews,World,2013,96,99,147,151
Cassava,World,2011,82,84,137,139
Cassava,World,2010,86,88,142,146
Cassava,World,2012,82,91,143,150
Cassava,World,2013,88,94,146,151
Castor bean,World,2010,57,64,123,132
Castor bean,World,2011,59,67,130,137
Castor bean,World,2012,62,66,131,140
Castor bean,World,2013,57,64,136,145
Ceara,World,2010,NA,NA,NA,NA
Ceara,World,2011,NA,NA,NA,NA
Ceara,World,2012,NA,NA,NA,NA
Ceara,World,2013,NA,NA,NA,NA
Celery,World,2010,147,146,185,186
Celery,World,2011,153,153,186,187
Celery,World,2012,145,146,181,181
Celery,World,2013,149,148,186,189
Cherimoya,World,2010,46,48,72,77
Cherimoya,World,2011,40,44,71,76
Cherimoya,World,2012,45,48,75,79
Cherimoya,World,2013,46,46,78,82
Cherries,World,2010,69,72,125,126
Cherries,World,2011,67,70,123,128
Cherries,World,2012,70,74,124,132
Cherries,World,2013,73,79,124,132
Chervil,World,2010,147,146,185,186
Chervil,World,2011,153,153,186,187
Chervil,World,2012,145,146,181,181
Chervil,World,2013,149,148,186,189
Chestnuts,World,2010,55,56,91,100
Chestnuts,World,2011,60,62,88,104
Chestnuts,World,2012,55,59,97,103
Chestnuts,World,2013,62,64,99,107
Chickpeas,World,2010,74,76,152,153
Chickpeas,World,2011,85,89,153,156
Chickpeas,World,2012,79,81,151,156
Chickpeas,World,2013,84,89,153,156
Chicle,World,2010,NA,NA,NA,NA
Chicle,World,2011,NA,NA,NA,NA
Chicle,World,2012,NA,NA,NA,NA
Chicle,World,2013,NA,NA,NA,NA
Chicory,World,2010,95,95,139,141
Chicory,World,2011,97,97,140,140
Chicory,World,2012,100,99,145,145
Chicory,World,2013,99,101,145,147
Chillies and peppers,World,2010,130,135,163,164
Chillies and peppers,World,2011,134,136,166,166
Chillies and peppers,World,2012,136,137,172,172
Chillies and peppers,World,2013,134,135,171,172
Chinotto,World,2010,111,113,138,143
Chinotto,World,2011,110,112,144,144
Chinotto,World,2012,121,122,146,150
Chinotto,World,2013,117,120,145,149
Chontadura,World,2010,100,103,143,147
Chontadura,World,2011,101,103,149,151
Chontadura,World,2012,100,103,148,154
Chontadura,World,2013,106,107,154,162
Chufa,World,2010,80,82,103,115
Chufa,World,2011,84,85,107,117
Chufa,World,2012,89,95,111,120
Chufa,World,2013,87,91,117,125
Cinnamon,World,2010,81,88,144,153
Cinnamon,World,2011,86,94,145,156
Cinnamon,World,2012,87,94,153,159
Cinnamon,World,2013,88,97,157,160
Citron,World,2010,111,113,138,143
Citron,World,2011,110,112,144,144
Citron,World,2012,121,122,146,150
Citron,World,2013,117,120,145,149
Citronella,World,2010,3,3,3,3
Citronella,World,2011,3,3,3,3
Citronella,World,2012,5,5,5,5
Citronella,World,2013,3,3,3,3
Cloves,World,2010,57,70,135,144
Cloves,World,2011,59,73,135,143
Cloves,World,2012,58,76,137,146
Cloves,World,2013,58,79,140,146
Cocoa,World,2011,146,150,196,197
Cocoa,World,2012,149,154,196,198
Cocoa,World,2013,148,151,196,198
Cocoa,World,2010,155,159,197,197
Coconuts,World,2010,121,123,176,178
Coconuts,World,2011,120,122,171,174
Coconuts,World,2012,125,127,176,177
Coconuts,World,2013,129,130,178,179
Coffee,World,2011,152,158,192,196
Coffee,World,2012,154,161,194,198
Coffee,World,2013,156,159,194,198
Coffee,World,2010,158,163,195,197
Common bean,World,2010,131,134,176,178
Common bean,World,2011,135,140,178,178
Common bean,World,2012,135,140,178,178
Common bean,World,2013,135,139,182,182
Coriander,World,2010,94,101,152,162
Coriander,World,2011,99,102,154,161
Coriander,World,2012,101,107,156,163
Coriander,World,2013,101,104,158,165
Cotton,World,2010,132,137,169,174
Cotton,World,2011,138,141,171,175
Cotton,World,2012,127,129,172,176
Cotton,World,2013,133,135,169,178
Cowpeas,World,2010,NA,NA,NA,NA
Cowpeas,World,2011,NA,NA,NA,NA
Cowpeas,World,2012,NA,NA,NA,NA
Cowpeas,World,2013,NA,NA,NA,NA
Cranberries,World,2010,26,27,37,42
Cranberries,World,2011,26,32,37,42
Cranberries,World,2012,27,28,36,41
Cranberries,World,2013,26,30,38,44
Cress,World,2010,147,146,185,186
Cress,World,2011,153,153,186,187
Cress,World,2012,145,146,181,181
Cress,World,2013,149,148,186,189
Cucumbers and gherkins,World,2010,109,108,119,122
Cucumbers and gherkins,World,2011,103,104,121,124
Cucumbers and gherkins,World,2012,106,107,118,121
Cucumbers and gherkins,World,2013,104,107,118,121
Cumin,World,2010,94,101,152,162
Cumin,World,2011,99,102,154,161
Cumin,World,2012,101,107,156,163
Cumin,World,2013,101,104,158,165
Currants,World,2010,23,25,31,34
Currants,World,2011,20,23,28,29
Currants,World,2012,30,32,50,55
Currants,World,2013,33,38,60,64
Cushaw,World,2010,46,47,54,55
Cushaw,World,2011,47,48,53,52
Cushaw,World,2012,86,87,88,89
Cushaw,World,2013,93,95,98,101
Custard apple,World,2010,46,48,72,77
Custard apple,World,2011,40,44,71,76
Custard apple,World,2012,45,48,75,79
Custard apple,World,2013,46,46,78,82
Dates,World,2010,84,87,163,169
Dates,World,2011,88,90,161,166
Dates,World,2012,92,92,163,165
Dates,World,2013,89,92,164,167
Devil's cotton,World,2010,NA,NA,NA,NA
Devil's cotton,World,2011,NA,NA,NA,NA
Devil's cotton,World,2012,NA,NA,NA,NA
Devil's cotton,World,2013,NA,NA,NA,NA
Dill,World,2010,131,145,188,191
Dill,World,2011,134,143,188,189
Dill,World,2012,139,145,190,191
Dill,World,2013,140,144,191,191
Durian,World,2010,46,48,72,77
Durian,World,2011,40,44,71,76
Durian,World,2012,45,48,75,79
Durian,World,2013,46,46,78,82
Eggplant,World,2010,95,94,97,100
Eggplant,World,2011,93,92,93,93
Eggplant,World,2012,91,94,88,88
Eggplant,World,2013,96,100,93,94
Elderberry,World,2010,129,131,170,174
Elderberry,World,2011,135,137,169,171
Elderberry,World,2012,135,136,175,176
Elderberry,World,2013,136,137,174,177
Esparto,World,2010,NA,NA,NA,NA
Esparto,World,2011,NA,NA,NA,NA
Esparto,World,2012,NA,NA,NA,NA
Esparto,World,2013,NA,NA,NA,NA
Ethiopian rape,World,2010,114,115,151,151
Ethiopian rape,World,2011,114,116,154,156
Ethiopian rape,World,2012,111,113,155,153
Ethiopian rape,World,2013,117,117,161,163
Faba beans,World,2010,56,59,102,100
Faba beans,World,2011,56,59,109,111
Faba beans,World,2012,65,66,101,110
Faba beans,World,2013,60,62,112,113
Feijoa,World,2010,46,48,72,77
Feijoa,World,2011,40,44,71,76
Feijoa,World,2012,45,48,75,79
Feijoa,World,2013,46,46,78,82
Fennel,World,2010,94,101,152,162
Fennel,World,2011,99,102,154,161
Fennel,World,2012,101,107,156,163
Fennel,World,2013,101,104,158,165
Fenugreek,World,2010,131,145,188,191
Fenugreek,World,2011,134,143,188,189
Fenugreek,World,2012,139,145,190,191
Fenugreek,World,2013,140,144,191,191
Fig leaf gourd,World,2010,46,47,54,55
Fig leaf gourd,World,2011,47,48,53,52
Fig leaf gourd,World,2012,86,87,88,89
Fig leaf gourd,World,2013,93,95,98,101
Figs,World,2010,80,83,122,132
Figs,World,2011,76,78,123,132
Figs,World,2012,79,81,122,130
Figs,World,2013,80,80,131,136
Finger millet,World,2010,68,71,124,127
Finger millet,World,2011,73,74,128,129
Finger millet,World,2012,67,68,123,126
Finger millet,World,2013,74,73,128,133
Fique,World,2010,NA,NA,NA,NA
Fique,World,2011,NA,NA,NA,NA
Fique,World,2012,NA,NA,NA,NA
Fique,World,2013,NA,NA,NA,NA
Flax,World,2010,91,98,165,171
Flax,World,2011,95,98,163,169
Flax,World,2012,92,98,164,168
Flax,World,2013,93,103,163,165
Fonio,World,2010,NA,NA,NA,NA
Fonio,World,2011,NA,NA,NA,NA
Fonio,World,2012,12,12,12,14
Fonio,World,2013,8,9,14,18
Foxtail millet,World,2010,68,71,124,127
Foxtail millet,World,2011,73,74,128,129
Foxtail millet,World,2012,67,68,123,126
Foxtail millet,World,2013,74,73,128,133
Garlic,World,2010,107,109,170,170
Garlic,World,2011,108,110,173,173
Garlic,World,2012,109,113,174,174
Garlic,World,2013,106,109,174,174
Giant cabuya,World,2010,NA,NA,NA,NA
Giant cabuya,World,2011,NA,NA,NA,NA
Giant cabuya,World,2012,NA,NA,NA,NA
Giant cabuya,World,2013,NA,NA,NA,NA
Ginger,World,2010,86,97,151,155
Ginger,World,2011,96,104,148,154
Ginger,World,2012,97,103,158,160
Ginger,World,2013,99,102,155,159
Gooseberries,World,2010,1,1,1,2
Gooseberries,World,2011,1,1,1,2
Gooseberries,World,2012,3,3,3,4
Gooseberries,World,2013,5,5,5,5
Grapefruits,World,2010,105,107,160,162
Grapefruits,World,2011,106,108,160,161
Grapefruits,World,2012,114,112,163,165
Grapefruits,World,2013,108,109,162,164
Grapes,World,2010,148,149,198,199
Grapes,World,2011,148,148,198,199
Grapes,World,2012,150,148,199,199
Grapes,World,2013,150,152,199,199
Grasspea,World,2010,NA,NA,NA,NA
Grasspea,World,2011,NA,NA,NA,NA
Grasspea,World,2012,NA,NA,NA,NA
Grasspea,World,2013,NA,NA,NA,NA
Groundnuts,World,2010,121,121,178,181
Groundnuts,World,2011,128,129,176,179
Groundnuts,World,2012,124,127,180,181
Groundnuts,World,2013,126,131,177,179
Guavas,World,2010,94,97,109,108
Guavas,World,2011,94,95,109,109
Guavas,World,2012,93,93,112,110
Guavas,World,2013,98,98,112,116
Guayule,World,2010,NA,NA,NA,NA
Guayule,World,2011,NA,NA,NA,NA
Guayule,World,2012,NA,NA,NA,NA
Guayule,World,2013,NA,NA,NA,NA
Gutta-percha,World,2010,NA,NA,NA,NA
Gutta-percha,World,2011,NA,NA,NA,NA
Gutta-percha,World,2012,NA,NA,NA,NA
Gutta-percha,World,2013,NA,NA,NA,NA
Hazelnuts,World,2010,57,60,108,118
Hazelnuts,World,2011,50,58,106,121
Hazelnuts,World,2012,57,64,109,128
Hazelnuts,World,2013,59,63,113,128
Hemp,World,2010,NA,NA,NA,NA
Hemp,World,2011,NA,NA,NA,NA
Hemp,World,2012,NA,NA,NA,NA
Hemp,World,2013,NA,NA,NA,NA
Hops,World,2010,46,52,142,148
Hops,World,2011,46,51,138,145
Hops,World,2012,48,47,138,145
Hops,World,2013,45,51,140,149
Horseradish,World,2010,147,146,185,186
Horseradish,World,2011,153,153,186,187
Horseradish,World,2012,145,146,181,181
Horseradish,World,2013,149,148,186,189
Huckleberry,World,2010,NA,NA,NA,NA
Huckleberry,World,2011,NA,NA,NA,NA
Huckleberry,World,2012,NA,NA,NA,NA
Huckleberry,World,2013,NA,NA,NA,NA
Jack bean,World,2010,NA,NA,NA,NA
Jack bean,World,2011,NA,NA,NA,NA
Jack bean,World,2012,NA,NA,NA,NA
Jack bean,World,2013,NA,NA,NA,NA
Jackfruit,World,2010,46,48,72,77
Jackfruit,World,2011,40,44,71,76
Jackfruit,World,2012,45,48,75,79
Jackfruit,World,2013,46,46,78,82
Japanese millet,World,2010,68,71,124,127
Japanese millet,World,2011,73,74,128,129
Japanese millet,World,2012,67,68,123,126
Japanese millet,World,2013,74,73,128,133
Jelutong,World,2010,NA,NA,NA,NA
Jelutong,World,2011,NA,NA,NA,NA
Jelutong,World,2012,NA,NA,NA,NA
Jelutong,World,2013,NA,NA,NA,NA
Jerusalem artichoke,World,2010,80,82,103,115
Jerusalem artichoke,World,2011,84,85,107,117
Jerusalem artichoke,World,2012,89,95,111,120
Jerusalem artichoke,World,2013,87,91,117,125
Jicama,World,2010,NA,NA,NA,NA
Jicama,World,2011,NA,NA,NA,NA
Jicama,World,2012,NA,NA,NA,NA
Jicama,World,2013,NA,NA,NA,NA
Jojoba,World,2010,NA,NA,NA,NA
Jojoba,World,2011,NA,NA,NA,NA
Jojoba,World,2012,NA,NA,NA,NA
Jojoba,World,2013,NA,NA,NA,NA
Jujube,World,2010,129,131,170,174
Jujube,World,2011,135,137,169,171
Jujube,World,2012,135,136,175,176
Jujube,World,2013,136,137,174,177
Jute,World,2010,58,65,114,124
Jute,World,2011,57,67,115,122
Jute,World,2012,55,62,108,120
Jute,World,2013,52,63,105,116
Kaniwa,World,2010,NA,NA,NA,NA
Kaniwa,World,2011,NA,NA,NA,NA
Kaniwa,World,2012,NA,NA,NA,NA
Kaniwa,World,2013,NA,NA,NA,NA
Kapok,World,2010,NA,NA,NA,NA
Kapok,World,2011,NA,NA,NA,NA
Kapok,World,2012,NA,NA,NA,NA
Kapok,World,2013,NA,NA,NA,NA
Karite nuts,World,2010,NA,NA,NA,NA
Karite nuts,World,2011,NA,NA,NA,NA
Karite nuts,World,2012,NA,NA,NA,NA
Karite nuts,World,2013,NA,NA,NA,NA
Kenaf,World,2010,NA,NA,NA,NA
Kenaf,World,2011,NA,NA,NA,NA
Kenaf,World,2012,NA,NA,NA,NA
Kenaf,World,2013,NA,NA,NA,NA
Kiwi fruit,World,2010,74,75,140,139
Kiwi fruit,World,2011,73,76,141,142
Kiwi fruit,World,2012,71,75,144,144
Kiwi fruit,World,2013,75,76,146,147
Kiwicha,World,2010,NA,NA,NA,NA
Kiwicha,World,2011,NA,NA,NA,NA
Kiwicha,World,2012,NA,NA,NA,NA
Kiwicha,World,2013,NA,NA,NA,NA
Kodo millet,World,2010,68,71,124,127
Kodo millet,World,2011,73,74,128,129
Kodo millet,World,2012,67,68,123,126
Kodo millet,World,2013,74,73,128,133
Kola nuts,World,2010,3,2,4,4
Kola nuts,World,2011,2,2,5,5
Kola nuts,World,2012,11,11,17,19
Kola nuts,World,2013,17,22,23,27
Kumquat,World,2010,111,113,138,143
Kumquat,World,2011,110,112,144,144
Kumquat,World,2012,121,122,146,150
Kumquat,World,2013,117,120,145,149
Lablab,World,2010,NA,NA,NA,NA
Lablab,World,2011,NA,NA,NA,NA
Lablab,World,2012,NA,NA,NA,NA
Lablab,World,2013,NA,NA,NA,NA
Leeks and other alliaceous vegetables,World,2010,83,85,119,121
Leeks and other alliaceous vegetables,World,2011,83,84,119,118
Leeks and other alliaceous vegetables,World,2012,88,93,126,127
Leeks and other alliaceous vegetables,World,2013,80,85,126,131
Lemons and limes,World,2010,105,109,150,153
Lemons and limes,World,2011,112,113,150,151
Lemons and limes,World,2012,116,118,154,157
Lemons and limes,World,2013,110,114,158,160
Lentils,World,2010,77,80,161,161
Lentils,World,2011,85,87,162,162
Lentils,World,2012,85,87,168,167
Lentils,World,2013,87,89,170,170
Lettuce,World,2010,95,95,139,141
Lettuce,World,2011,97,97,140,140
Lettuce,World,2012,100,99,145,145
Lettuce,World,2013,99,101,145,147
Lima bean,World,2010,131,134,176,178
Lima bean,World,2011,135,140,178,178
Lima bean,World,2012,135,140,178,178
Lima bean,World,2013,135,139,182,182
Litchi,World,2010,129,131,170,174
Litchi,World,2011,135,137,169,171
Litchi,World,2012,135,136,175,176
Litchi,World,2013,136,137,174,177
Little millet,World,2010,68,71,124,127
Little millet,World,2011,73,74,128,129
Little millet,World,2012,67,68,123,126
Little millet,World,2013,74,73,128,133
Longan,World,2010,46,48,72,77
Longan,World,2011,40,44,71,76
Longan,World,2012,45,48,75,79
Longan,World,2013,46,46,78,82
Loquat,World,2010,129,131,170,174
Loquat,World,2011,135,137,169,171
Loquat,World,2012,135,136,175,176
Loquat,World,2013,136,137,174,177
Lupins,World,2010,NA,NA,NA,NA
Lupins,World,2011,NA,NA,NA,NA
Lupins,World,2012,NA,NA,NA,NA
Lupins,World,2013,NA,NA,NA,NA
Maca,World,2010,80,82,103,115
Maca,World,2011,84,85,107,117
Maca,World,2012,89,95,111,120
Maca,World,2013,87,91,117,125
Macadamia nut,World,2010,114,118,159,171
Macadamia nut,World,2011,108,116,165,174
Macadamia nut,World,2012,112,112,164,174
Macadamia nut,World,2013,111,114,168,176
Mahuwa,World,2010,100,103,143,147
Mahuwa,World,2011,101,103,149,151
Mahuwa,World,2012,100,103,148,154
Mahuwa,World,2013,106,107,154,162
Maize,World,2010,142,140,194,194
Maize,World,2011,141,140,195,195
Maize,World,2012,141,142,195,195
Maize,World,2013,143,144,196,196
Mamey sapote,World,2010,46,48,72,77
Mamey sapote,World,2011,40,44,71,76
Mamey sapote,World,2012,45,48,75,79
Mamey sapote,World,2013,46,46,78,82
Mammee,World,2010,46,48,72,77
Mammee,World,2011,40,44,71,76
Mammee,World,2012,45,48,75,79
Mammee,World,2013,46,46,78,82
Mandarines,World,2010,141,142,190,190
Mandarines,World,2011,143,145,189,189
Mandarines,World,2012,143,144,189,189
Mandarines,World,2013,144,145,189,189
Mango,World,2010,94,97,109,108
Mango,World,2011,94,95,109,109
Mango,World,2012,93,93,112,110
Mango,World,2013,98,98,112,116
Mangosteen,World,2010,94,97,109,108
Mangosteen,World,2011,94,95,109,109
Mangosteen,World,2012,93,93,112,110
Mangosteen,World,2013,98,98,112,116
Maple sugar,World,2010,NA,NA,NA,NA
Maple sugar,World,2011,NA,NA,NA,NA
Maple sugar,World,2012,6,7,5,5
Maple sugar,World,2013,4,4,4,4
Marjoram,World,2010,147,146,185,186
Marjoram,World,2011,153,153,186,187
Marjoram,World,2012,145,146,181,181
Marjoram,World,2013,149,148,186,189
Mashua,World,2010,80,82,103,115
Mashua,World,2011,84,85,107,117
Mashua,World,2012,89,95,111,120
Mashua,World,2013,87,91,117,125
Mat bean,World,2010,131,134,176,178
Mat bean,World,2011,135,140,178,178
Mat bean,World,2012,135,140,178,178
Mat bean,World,2013,135,139,182,182
Mate,World,2010,86,95,154,161
Mate,World,2011,89,100,157,163
Mate,World,2012,87,94,156,162
Mate,World,2013,89,98,161,165
Mauka,World,2010,80,82,103,115
Mauka,World,2011,84,85,107,117
Mauka,World,2012,89,95,111,120
Mauka,World,2013,87,91,117,125
Medlar,World,2010,129,131,170,174
Medlar,World,2011,135,137,169,171
Medlar,World,2012,135,136,175,176
Medlar,World,2013,136,137,174,177
Melons,World,2010,102,104,133,133
Melons,World,2011,105,106,131,130
Melons,World,2012,110,111,130,130
Melons,World,2013,109,110,132,129
Mombin,World,2010,46,48,72,77
Mombin,World,2011,40,44,71,76
Mombin,World,2012,45,48,75,79
Mombin,World,2013,46,46,78,82
Mulberry,World,2010,NA,NA,NA,NA
Mulberry,World,2011,NA,NA,NA,NA
Mulberry,World,2012,NA,NA,NA,NA
Mulberry,World,2013,NA,NA,NA,NA
Mung bean,World,2010,131,134,176,178
Mung bean,World,2011,135,140,178,178
Mung bean,World,2012,135,140,178,178
Mung bean,World,2013,135,139,182,182
Myrtle,World,2010,NA,NA,NA,NA
Myrtle,World,2011,NA,NA,NA,NA
Myrtle,World,2012,NA,NA,NA,NA
Myrtle,World,2013,NA,NA,NA,NA
Naranjilla,World,2010,46,48,72,77
Naranjilla,World,2011,40,44,71,76
Naranjilla,World,2012,45,48,75,79
Naranjilla,World,2013,46,46,78,82
New Zealand flax,World,2010,NA,NA,NA,NA
New Zealand flax,World,2011,NA,NA,NA,NA
New Zealand flax,World,2012,NA,NA,NA,NA
New Zealand flax,World,2013,NA,NA,NA,NA
New Zealand Spinach,World,2010,57,60,82,88
New Zealand Spinach,World,2011,52,62,86,91
