crop,country,year,fs_fat_supply_quantity,fs_food_supply_kcal,fs_food_supply_quantity_g,fs_protein_supply_quantity
Calabash,World,2013,175,175,175,175
Canary seed,World,2010,91,121,152,133
Canary seed,World,2011,91,122,151,134
Canary seed,World,2012,100,118,153,135
Canary seed,World,2013,103,123,152,136
Candlenut,World,2010,61,44,70,59
Candlenut,World,2011,65,43,75,59
Candlenut,World,2012,66,43,78,59
Candlenut,World,2013,73,42,83,64
Canola,World,2010,176,176,176,176
Canola,World,2011,175,175,175,175
Canola,World,2012,175,175,175,175
Canola,World,2013,175,175,175,175
Capers,World,2010,176,176,176,176
Capers,World,2011,175,175,175,175
Capers,World,2012,175,175,175,175
Capers,World,2013,175,175,175,175
Carambola,World,2010,176,176,176,176
Carambola,World,2011,175,175,175,175
Carambola,World,2012,175,175,175,175
Carambola,World,2013,175,175,175,175
Carapa,World,2010,61,44,70,59
Carapa,World,2011,65,43,75,59
Carapa,World,2012,66,43,78,59
Carapa,World,2013,73,42,83,64
Cardamoms,World,2010,158,139,167,157
Cardamoms,World,2011,161,140,166,158
Cardamoms,World,2012,160,144,167,155
Cardamoms,World,2013,160,143,167,159
Carneros Yucca,World,2010,NA,NA,NA,NA
Carneros Yucca,World,2011,NA,NA,NA,NA
Carneros Yucca,World,2012,NA,NA,NA,NA
Carneros Yucca,World,2013,NA,NA,NA,NA
Caroa,World,2010,NA,NA,NA,NA
Caroa,World,2011,NA,NA,NA,NA
Caroa,World,2012,NA,NA,NA,NA
Caroa,World,2013,NA,NA,NA,NA
Carobs,World,2010,176,176,176,176
Carobs,World,2011,175,175,175,175
Carobs,World,2012,175,175,175,175
Carobs,World,2013,175,175,175,175
Carrots,World,2010,176,176,176,176
Carrots,World,2011,175,175,175,175
Carrots,World,2012,175,175,175,175
Carrots,World,2013,175,175,175,175
Cashews,World,2010,166,152,168,159
Cashews,World,2011,167,153,168,157
Cashews,World,2012,167,155,170,160
Cashews,World,2013,167,157,170,161
Cassava,World,2011,77,93,107,87
Cassava,World,2010,76,93,109,89
Cassava,World,2012,78,92,108,89
Cassava,World,2013,77,91,109,87
Castor bean,World,2010,61,44,70,59
Castor bean,World,2011,65,43,75,59
Castor bean,World,2012,66,43,78,59
Castor bean,World,2013,73,42,83,64
Ceara,World,2010,NA,NA,NA,NA
Ceara,World,2011,NA,NA,NA,NA
Ceara,World,2012,NA,NA,NA,NA
Ceara,World,2013,NA,NA,NA,NA
Celery,World,2010,176,176,176,176
Celery,World,2011,175,175,175,175
Celery,World,2012,175,175,175,175
Celery,World,2013,175,175,175,175
Cherimoya,World,2010,176,176,176,176
Cherimoya,World,2011,175,175,175,175
Cherimoya,World,2012,175,175,175,175
Cherimoya,World,2013,175,175,175,175
Cherries,World,2010,176,176,176,176
Cherries,World,2011,175,175,175,175
Cherries,World,2012,175,175,175,175
Cherries,World,2013,175,175,175,175
Chervil,World,2010,176,176,176,176
Chervil,World,2011,175,175,175,175
Chervil,World,2012,175,175,175,175
Chervil,World,2013,175,175,175,175
Chestnuts,World,2010,166,152,168,159
Chestnuts,World,2011,167,153,168,157
Chestnuts,World,2012,167,155,170,160
Chestnuts,World,2013,167,157,170,161
Chickpeas,World,2010,140,143,164,158
Chickpeas,World,2011,138,144,163,157
Chickpeas,World,2012,140,145,163,158
Chickpeas,World,2013,142,147,164,159
Chicle,World,2010,NA,NA,NA,NA
Chicle,World,2011,NA,NA,NA,NA
Chicle,World,2012,NA,NA,NA,NA
Chicle,World,2013,NA,NA,NA,NA
Chicory,World,2010,176,176,176,176
Chicory,World,2011,175,175,175,175
Chicory,World,2012,175,175,175,175
Chicory,World,2013,175,175,175,175
Chillies and peppers,World,2010,114,92,133,111
Chillies and peppers,World,2011,119,97,138,116
Chillies and peppers,World,2012,118,97,132,113
Chillies and peppers,World,2013,121,95,138,115
Chinotto,World,2010,25,40,135,49
Chinotto,World,2011,24,35,135,43
Chinotto,World,2012,25,37,138,45
Chinotto,World,2013,24,41,144,48
Chontadura,World,2010,61,44,70,59
Chontadura,World,2011,65,43,75,59
Chontadura,World,2012,66,43,78,59
Chontadura,World,2013,73,42,83,64
Chufa,World,2010,62,83,107,87
Chufa,World,2011,64,82,109,86
Chufa,World,2012,64,88,118,90
Chufa,World,2013,65,87,122,90
Cinnamon,World,2010,158,139,167,157
Cinnamon,World,2011,161,140,166,158
Cinnamon,World,2012,160,144,167,155
Cinnamon,World,2013,160,143,167,159
Citron,World,2010,25,40,135,49
Citron,World,2011,24,35,135,43
Citron,World,2012,25,37,138,45
Citron,World,2013,24,41,144,48
Citronella,World,2010,NA,NA,NA,NA
Citronella,World,2011,NA,NA,NA,NA
Citronella,World,2012,NA,NA,NA,NA
Citronella,World,2013,NA,NA,NA,NA
Cloves,World,2010,21,5,83,8
Cloves,World,2011,19,4,78,8
Cloves,World,2012,26,6,84,11
Cloves,World,2013,26,6,82,10
Cocoa,World,2011,172,155,173,161
Cocoa,World,2012,173,153,174,158
Cocoa,World,2013,172,156,174,160
Cocoa,World,2010,173,153,174,159
Coconuts,World,2010,162,146,165,125
Coconuts,World,2011,159,144,161,122
Coconuts,World,2012,160,145,163,129
Coconuts,World,2013,160,143,164,127
Coffee,World,2011,NA,129,173,154
Coffee,World,2012,NA,125,172,156
Coffee,World,2013,NA,122,170,154
Coffee,World,2010,NA,125,171,156
Common bean,World,2010,135,145,152,151
Common bean,World,2011,134,142,151,149
Common bean,World,2012,133,142,152,149
Common bean,World,2013,134,144,151,149
Coriander,World,2010,158,139,167,157
Coriander,World,2011,161,140,166,158
Coriander,World,2012,160,144,167,155
Coriander,World,2013,160,143,167,159
Cotton,World,2010,82,70,82,4
Cotton,World,2011,81,68,81,6
Cotton,World,2012,84,71,84,7
Cotton,World,2013,83,73,83,7
Cowpeas,World,2010,140,143,164,158
Cowpeas,World,2011,138,144,163,157
Cowpeas,World,2012,140,145,163,158
Cowpeas,World,2013,142,147,164,159
Cranberries,World,2010,176,176,176,176
Cranberries,World,2011,175,175,175,175
Cranberries,World,2012,175,175,175,175
Cranberries,World,2013,175,175,175,175
Cress,World,2010,176,176,176,176
Cress,World,2011,175,175,175,175
Cress,World,2012,175,175,175,175
Cress,World,2013,175,175,175,175
Cucumbers and gherkins,World,2010,176,176,176,176
Cucumbers and gherkins,World,2011,175,175,175,175
Cucumbers and gherkins,World,2012,175,175,175,175
Cucumbers and gherkins,World,2013,175,175,175,175
Cumin,World,2010,158,139,167,157
Cumin,World,2011,161,140,166,158
Cumin,World,2012,160,144,167,155
Cumin,World,2013,160,143,167,159
Currants,World,2010,176,176,176,176
Currants,World,2011,175,175,175,175
Currants,World,2012,175,175,175,175
Currants,World,2013,175,175,175,175
Cushaw,World,2010,176,176,176,176
Cushaw,World,2011,175,175,175,175
Cushaw,World,2012,175,175,175,175
Cushaw,World,2013,175,175,175,175
Custard apple,World,2010,176,176,176,176
Custard apple,World,2011,175,175,175,175
Custard apple,World,2012,175,175,175,175
Custard apple,World,2013,175,175,175,175
Dates,World,2010,26,60,128,55
Dates,World,2011,24,60,124,57
Dates,World,2012,25,65,133,54
Dates,World,2013,26,63,130,58
Devil's cotton,World,2010,NA,NA,NA,NA
Devil's cotton,World,2011,NA,NA,NA,NA
Devil's cotton,World,2012,NA,NA,NA,NA
Devil's cotton,World,2013,NA,NA,NA,NA
Dill,World,2010,158,139,167,157
Dill,World,2011,161,140,166,158
Dill,World,2012,160,144,167,155
Dill,World,2013,160,143,167,159
Durian,World,2010,176,176,176,176
Durian,World,2011,175,175,175,175
Durian,World,2012,175,175,175,175
Durian,World,2013,175,175,175,175
Eggplant,World,2010,176,176,176,176
Eggplant,World,2011,175,175,175,175
Eggplant,World,2012,175,175,175,175
Eggplant,World,2013,175,175,175,175
Elderberry,World,2010,176,176,176,176
Elderberry,World,2011,175,175,175,175
Elderberry,World,2012,175,175,175,175
Elderberry,World,2013,175,175,175,175
Esparto,World,2010,NA,NA,NA,NA
Esparto,World,2011,NA,NA,NA,NA
Esparto,World,2012,NA,NA,NA,NA
Esparto,World,2013,NA,NA,NA,NA
Ethiopian rape,World,2010,176,176,176,176
Ethiopian rape,World,2011,175,175,175,175
Ethiopian rape,World,2012,175,175,175,175
Ethiopian rape,World,2013,175,175,175,175
Faba beans,World,2010,140,143,164,158
Faba beans,World,2011,138,144,163,157
Faba beans,World,2012,140,145,163,158
Faba beans,World,2013,142,147,164,159
Feijoa,World,2010,176,176,176,176
Feijoa,World,2011,175,175,175,175
Feijoa,World,2012,175,175,175,175
Feijoa,World,2013,175,175,175,175
Fennel,World,2010,158,139,167,157
Fennel,World,2011,161,140,166,158
Fennel,World,2012,160,144,167,155
Fennel,World,2013,160,143,167,159
Fenugreek,World,2010,158,139,167,157
Fenugreek,World,2011,161,140,166,158
Fenugreek,World,2012,160,144,167,155
Fenugreek,World,2013,160,143,167,159
Fig leaf gourd,World,2010,176,176,176,176
Fig leaf gourd,World,2011,175,175,175,175
Fig leaf gourd,World,2012,175,175,175,175
Fig leaf gourd,World,2013,175,175,175,175
Figs,World,2010,176,176,176,176
Figs,World,2011,175,175,175,175
Figs,World,2012,175,175,175,175
Figs,World,2013,175,175,175,175
Finger millet,World,2010,52,52,56,55
Finger millet,World,2011,52,53,56,55
Finger millet,World,2012,53,53,57,54
Finger millet,World,2013,53,53,57,54
Fique,World,2010,NA,NA,NA,NA
Fique,World,2011,NA,NA,NA,NA
Fique,World,2012,NA,NA,NA,NA
Fique,World,2013,NA,NA,NA,NA
Flax,World,2010,61,44,70,59
Flax,World,2011,65,43,75,59
Flax,World,2012,66,43,78,59
Flax,World,2013,73,42,83,64
Fonio,World,2010,91,121,152,133
Fonio,World,2011,91,122,151,134
Fonio,World,2012,100,118,153,135
Fonio,World,2013,103,123,152,136
Foxtail millet,World,2010,52,52,56,55
Foxtail millet,World,2011,52,53,56,55
Foxtail millet,World,2012,53,53,57,54
Foxtail millet,World,2013,53,53,57,54
Garlic,World,2010,176,176,176,176
Garlic,World,2011,175,175,175,175
Garlic,World,2012,175,175,175,175
Garlic,World,2013,175,175,175,175
Giant cabuya,World,2010,NA,NA,NA,NA
Giant cabuya,World,2011,NA,NA,NA,NA
Giant cabuya,World,2012,NA,NA,NA,NA
Giant cabuya,World,2013,NA,NA,NA,NA
Ginger,World,2010,158,139,167,157
Ginger,World,2011,161,140,166,158
Ginger,World,2012,160,144,167,155
Ginger,World,2013,160,143,167,159
Gooseberries,World,2010,176,176,176,176
Gooseberries,World,2011,175,175,175,175
Gooseberries,World,2012,175,175,175,175
Gooseberries,World,2013,175,175,175,175
Grapefruits,World,2010,30,66,153,80
Grapefruits,World,2011,32,63,152,77
Grapefruits,World,2012,30,67,153,80
Grapefruits,World,2013,29,73,153,81
Grapes,World,2010,104,148,175,123
Grapes,World,2011,100,146,174,120
Grapes,World,2012,102,147,174,125
Grapes,World,2013,105,148,174,123
Grasspea,World,2010,140,143,164,158
Grasspea,World,2011,138,144,163,157
Grasspea,World,2012,140,145,163,158
Grasspea,World,2013,142,147,164,159
Groundnuts,World,2010,170,168,170,164
Groundnuts,World,2011,169,169,170,164
Groundnuts,World,2012,168,168,170,162
Groundnuts,World,2013,170,166,170,166
Guavas,World,2010,176,176,176,176
Guavas,World,2011,175,175,175,175
Guavas,World,2012,175,175,175,175
Guavas,World,2013,175,175,175,175
Guayule,World,2010,NA,NA,NA,NA
Guayule,World,2011,NA,NA,NA,NA
Guayule,World,2012,NA,NA,NA,NA
Guayule,World,2013,NA,NA,NA,NA
Gutta-percha,World,2010,NA,NA,NA,NA
Gutta-percha,World,2011,NA,NA,NA,NA
Gutta-percha,World,2012,NA,NA,NA,NA
Gutta-percha,World,2013,NA,NA,NA,NA
Hazelnuts,World,2010,166,152,168,159
Hazelnuts,World,2011,167,153,168,157
Hazelnuts,World,2012,167,155,170,160
Hazelnuts,World,2013,167,157,170,161
Hemp,World,2010,61,44,70,59
Hemp,World,2011,65,43,75,59
Hemp,World,2012,66,43,78,59
Hemp,World,2013,73,42,83,64
Hops,World,2010,NA,NA,NA,NA
Hops,World,2011,NA,NA,NA,NA
Hops,World,2012,NA,NA,NA,NA
Hops,World,2013,NA,NA,NA,NA
Horseradish,World,2010,176,176,176,176
Horseradish,World,2011,175,175,175,175
Horseradish,World,2012,175,175,175,175
Horseradish,World,2013,175,175,175,175
Huckleberry,World,2010,176,176,176,176
Huckleberry,World,2011,175,175,175,175
Huckleberry,World,2012,175,175,175,175
Huckleberry,World,2013,175,175,175,175
Jack bean,World,2010,140,143,164,158
Jack bean,World,2011,138,144,163,157
Jack bean,World,2012,140,145,163,158
Jack bean,World,2013,142,147,164,159
Jackfruit,World,2010,176,176,176,176
Jackfruit,World,2011,175,175,175,175
Jackfruit,World,2012,175,175,175,175
Jackfruit,World,2013,175,175,175,175
Japanese millet,World,2010,52,52,56,55
Japanese millet,World,2011,52,53,56,55
Japanese millet,World,2012,53,53,57,54
Japanese millet,World,2013,53,53,57,54
Jelutong,World,2010,NA,NA,NA,NA
Jelutong,World,2011,NA,NA,NA,NA
Jelutong,World,2012,NA,NA,NA,NA
Jelutong,World,2013,NA,NA,NA,NA
Jerusalem artichoke,World,2010,62,83,107,87
Jerusalem artichoke,World,2011,64,82,109,86
Jerusalem artichoke,World,2012,64,88,118,90
Jerusalem artichoke,World,2013,65,87,122,90
Jicama,World,2010,140,143,164,158
Jicama,World,2011,138,144,163,157
Jicama,World,2012,140,145,163,158
Jicama,World,2013,142,147,164,159
Jojoba,World,2010,61,44,70,59
Jojoba,World,2011,65,43,75,59
Jojoba,World,2012,66,43,78,59
Jojoba,World,2013,73,42,83,64
Jujube,World,2010,176,176,176,176
Jujube,World,2011,175,175,175,175
Jujube,World,2012,175,175,175,175
Jujube,World,2013,175,175,175,175
Jute,World,2010,NA,NA,NA,NA
Jute,World,2011,NA,NA,NA,NA
Jute,World,2012,NA,NA,NA,NA
Jute,World,2013,NA,NA,NA,NA
Kaniwa,World,2010,91,121,152,133
Kaniwa,World,2011,91,122,151,134
Kaniwa,World,2012,100,118,153,135
Kaniwa,World,2013,103,123,152,136
Kapok,World,2010,61,44,70,59
Kapok,World,2011,65,43,75,59
Kapok,World,2012,66,43,78,59
Kapok,World,2013,73,42,83,64
Karite nuts,World,2010,61,44,70,59
Karite nuts,World,2011,65,43,75,59
Karite nuts,World,2012,66,43,78,59
Karite nuts,World,2013,73,42,83,64
Kenaf,World,2010,NA,NA,NA,NA
Kenaf,World,2011,NA,NA,NA,NA
Kenaf,World,2012,NA,NA,NA,NA
Kenaf,World,2013,NA,NA,NA,NA
Kiwi fruit,World,2010,176,176,176,176
Kiwi fruit,World,2011,175,175,175,175
Kiwi fruit,World,2012,175,175,175,175
Kiwi fruit,World,2013,175,175,175,175
Kiwicha,World,2010,91,121,152,133
Kiwicha,World,2011,91,122,151,134
Kiwicha,World,2012,100,118,153,135
Kiwicha,World,2013,103,123,152,136
Kodo millet,World,2010,52,52,56,55
Kodo millet,World,2011,52,53,56,55
Kodo millet,World,2012,53,53,57,54
Kodo millet,World,2013,53,53,57,54
Kola nuts,World,2010,166,152,168,159
Kola nuts,World,2011,167,153,168,157
Kola nuts,World,2012,167,155,170,160
Kola nuts,World,2013,167,157,170,161
Kumquat,World,2010,25,40,135,49
Kumquat,World,2011,24,35,135,43
Kumquat,World,2012,25,37,138,45
Kumquat,World,2013,24,41,144,48
Lablab,World,2010,140,143,164,158
Lablab,World,2011,138,144,163,157
Lablab,World,2012,140,145,163,158
Lablab,World,2013,142,147,164,159
Leeks and other alliaceous vegetables,World,2010,176,176,176,176
Leeks and other alliaceous vegetables,World,2011,175,175,175,175
Leeks and other alliaceous vegetables,World,2012,175,175,175,175
Leeks and other alliaceous vegetables,World,2013,175,175,175,175
Lemons and limes,World,2010,104,86,148,113
Lemons and limes,World,2011,104,90,147,114
Lemons and limes,World,2012,108,95,153,118
Lemons and limes,World,2013,107,96,151,118
Lentils,World,2010,140,143,164,158
Lentils,World,2011,138,144,163,157
Lentils,World,2012,140,145,163,158
Lentils,World,2013,142,147,164,159
Lettuce,World,2010,176,176,176,176
Lettuce,World,2011,175,175,175,175
Lettuce,World,2012,175,175,175,175
Lettuce,World,2013,175,175,175,175
Lima bean,World,2010,135,145,152,151
Lima bean,World,2011,134,142,151,149
Lima bean,World,2012,133,142,152,149
Lima bean,World,2013,134,144,151,149
Litchi,World,2010,176,176,176,176
Litchi,World,2011,175,175,175,175
Litchi,World,2012,175,175,175,175
Litchi,World,2013,175,175,175,175
Little millet,World,2010,52,52,56,55
Little millet,World,2011,52,53,56,55
Little millet,World,2012,53,53,57,54
Little millet,World,2013,53,53,57,54
Longan,World,2010,176,176,176,176
Longan,World,2011,175,175,175,175
Longan,World,2012,175,175,175,175
Longan,World,2013,175,175,175,175
Loquat,World,2010,176,176,176,176
Loquat,World,2011,175,175,175,175
Loquat,World,2012,175,175,175,175
Loquat,World,2013,175,175,175,175
Lupins,World,2010,140,143,164,158
Lupins,World,2011,138,144,163,157
Lupins,World,2012,140,145,163,158
Lupins,World,2013,142,147,164,159
Maca,World,2010,62,83,107,87
Maca,World,2011,64,82,109,86
Maca,World,2012,64,88,118,90
Maca,World,2013,65,87,122,90
Macadamia nut,World,2010,166,152,168,159
Macadamia nut,World,2011,167,153,168,157
Macadamia nut,World,2012,167,155,170,160
Macadamia nut,World,2013,167,157,170,161
Mahuwa,World,2010,61,44,70,59
Mahuwa,World,2011,65,43,75,59
Mahuwa,World,2012,66,43,78,59
Mahuwa,World,2013,73,42,83,64
Maize,World,2010,170,167,172,166
Maize,World,2011,168,168,171,163
Maize,World,2012,168,166,173,165
Maize,World,2013,170,168,175,166
Mamey sapote,World,2010,176,176,176,176
Mamey sapote,World,2011,175,175,175,175
Mamey sapote,World,2012,175,175,175,175
Mamey sapote,World,2013,175,175,175,175
Mammee,World,2010,176,176,176,176
Mammee,World,2011,175,175,175,175
Mammee,World,2012,175,175,175,175
Mammee,World,2013,175,175,175,175
Mandarines,World,2010,143,155,173,156
Mandarines,World,2011,142,157,172,155
Mandarines,World,2012,144,157,173,157
Mandarines,World,2013,144,157,173,156
Mango,World,2010,176,176,176,176
Mango,World,2011,175,175,175,175
Mango,World,2012,175,175,175,175
Mango,World,2013,175,175,175,175
Mangosteen,World,2010,176,176,176,176
Mangosteen,World,2011,175,175,175,175
Mangosteen,World,2012,175,175,175,175
Mangosteen,World,2013,175,175,175,175
Maple sugar,World,2010,5,176,176,13
Maple sugar,World,2011,5,175,175,13
Maple sugar,World,2012,5,175,175,14
Maple sugar,World,2013,4,175,175,18
Marjoram,World,2010,176,176,176,176
Marjoram,World,2011,175,175,175,175
Marjoram,World,2012,175,175,175,175
Marjoram,World,2013,175,175,175,175
Mashua,World,2010,62,83,107,87
Mashua,World,2011,64,82,109,86
Mashua,World,2012,64,88,118,90
Mashua,World,2013,65,87,122,90
Mat bean,World,2010,135,145,152,151
Mat bean,World,2011,134,142,151,149
Mat bean,World,2012,133,142,152,149
Mat bean,World,2013,134,144,151,149
Mate,World,2010,NA,70,172,160
Mate,World,2011,NA,68,171,157
Mate,World,2012,NA,69,171,162
Mate,World,2013,NA,73,173,160
Mauka,World,2010,62,83,107,87
Mauka,World,2011,64,82,109,86
Mauka,World,2012,64,88,118,90
Mauka,World,2013,65,87,122,90
Medlar,World,2010,176,176,176,176
Medlar,World,2011,175,175,175,175
Medlar,World,2012,175,175,175,175
Medlar,World,2013,175,175,175,175
Melons,World,2010,176,176,176,176
Melons,World,2011,175,175,175,175
Melons,World,2012,175,175,175,175
Melons,World,2013,175,175,175,175
Mombin,World,2010,176,176,176,176
Mombin,World,2011,175,175,175,175
Mombin,World,2012,175,175,175,175
Mombin,World,2013,175,175,175,175
Mulberry,World,2010,176,176,176,176
Mulberry,World,2011,175,175,175,175
Mulberry,World,2012,175,175,175,175
Mulberry,World,2013,175,175,175,175
Mung bean,World,2010,135,145,152,151
Mung bean,World,2011,134,142,151,149
Mung bean,World,2012,133,142,152,149
Mung bean,World,2013,134,144,151,149
Myrtle,World,2010,176,176,176,176
Myrtle,World,2011,175,175,175,175
Myrtle,World,2012,175,175,175,175
Myrtle,World,2013,175,175,175,175
Naranjilla,World,2010,176,176,176,176
Naranjilla,World,2011,175,175,175,175
Naranjilla,World,2012,175,175,175,175
Naranjilla,World,2013,175,175,175,175
New Zealand flax,World,2010,NA,NA,NA,NA
New Zealand flax,World,2011,NA,NA,NA,NA
New Zealand flax,World,2012,NA,NA,NA,NA
New Zealand flax,World,2013,NA,NA,NA,NA
New Zealand Spinach,World,2010,176,176,176,176
New Zealand Spinach,World,2011,175,175,175,175
New Zealand Spinach,World,2012,175,175,175,175
New Zealand Spinach,World,2013,175,175,175,175
Noog,World,2010,61,44,70,59
Noog,World,2011,65,43,75,59
Noog,World,2012,66,43,78,59
Noog,World,2013,73,42,83,64
Nutmeg,World,2010,158,139,167,157
Nutmeg,World,2011,161,140,166,158
Nutmeg,World,2012,160,144,167,155
Nutmeg,World,2013,160,143,167,159
